ticker,company,exchange,country_iso,headline,kind,publisher,issued_at,url,captured_at
GFI,Gold Fields ADR,AFRICA-MULTI,ZAF,There May Be Underlying Issues With The Quality Of Gold Fields' (JSE:GFI) Earnings,results,Simply Wall St.,2026-04-07T04:56:38Z,https://finance.yahoo.com/markets/stocks/articles/may-underlying-issues-quality-gold-045638611.html,2026-04-27T06:33:09+00:00
MTN.JO,MTN Group,AFRICA-MULTI,ZAF,There's A Lot To Like About MTN Group's (JSE:MTN) Upcoming R05.00 Dividend,dividend,Simply Wall St.,2026-04-04T06:03:46Z,https://finance.yahoo.com/markets/stocks/articles/theres-lot-mtn-groups-jse-060346454.html,2026-04-27T06:33:09+00:00
GFI,Gold Fields ADR,AFRICA-MULTI,ZAF,"Stock Market Today, April 1: B2Gold Rises After Expanding Buyback Covering Nearly 10% of Shares",commodity,Motley Fool,2026-04-01T21:59:01Z,https://www.fool.com/coverage/stock-market-today/2026/04/01/stock-market-today-april-1-b2gold-rises-after-expanding-buyback-covering-nearly-10-of-shares/,2026-04-27T06:33:09+00:00
MTN.JO,MTN Group,AFRICA-MULTI,ZAF,How The MTN Group (JSE:MTN) Story Is Shifting Around Fair Value And Execution Risks,other,Simply Wall St.,2026-04-01T09:14:13Z,https://finance.yahoo.com/markets/stocks/articles/mtn-group-jse-mtn-story-091413104.html,2026-04-27T06:33:09+00:00
FSR.JO,FirstRand,AFRICA-MULTI,ZAF,Millions in line for car finance payouts averaging £829. Here's what you should know,other,Yahoo Finance UK,2026-03-31T11:54:30Z,https://uk.finance.yahoo.com/news/car-finance-claimants-compensation-what-to-know-160837788.html,2026-04-27T06:33:09+00:00
GFI,Gold Fields ADR,AFRICA-MULTI,ZAF,Can DRDGOLD Sustain Output Amid Operational Headwinds?,commodity,Zacks,2026-03-30T14:49:00Z,https://finance.yahoo.com/markets/commodities/articles/drdgold-sustain-output-amid-operational-144900634.html,2026-04-27T06:33:09+00:00
GFI,Gold Fields ADR,AFRICA-MULTI,ZAF,DRD or GFI: Which Gold Stock Could Deliver Better Gains Today?,commodity,Zacks,2026-03-30T14:38:00Z,https://finance.yahoo.com/markets/commodities/articles/drd-gfi-gold-stock-could-143800729.html,2026-04-27T06:33:09+00:00
GFI,Gold Fields ADR,AFRICA-MULTI,ZAF,2 Gold Mining Stocks Poised to Shine Bright After That Correction,commodity,24/7 Wall St.,2026-03-27T14:17:46Z,https://247wallst.com/investing/2026/03/27/2-gold-mining-stocks-poised-to-shine-bright-after-that-correction/,2026-04-27T06:33:09+00:00
HMY,Harmony Gold ADR,AFRICA-MULTI,ZAF,Harmony Gold Mining (HMY) Releases Interim Six Months Results,results,Insider Monkey,2026-03-27T07:30:58Z,https://finance.yahoo.com/markets/stocks/articles/harmony-gold-mining-hmy-releases-073058432.html,2026-04-27T06:33:09+00:00
NPN.JO,Naspers,AFRICA-MULTI,ZAF,"At R908, Is Naspers Limited (JSE:NPN) Worth Looking At Closely?",other,Simply Wall St.,2026-03-26T12:40:36Z,https://finance.yahoo.com/markets/stocks/articles/r908-naspers-limited-jse-npn-124036836.html,2026-04-27T06:33:09+00:00
SBK.JO,Standard Bank,AFRICA-MULTI,ZAF,How The Story Is Shifting For Standard Bank Group (JSE:SBK) After The New Price Target,other,Simply Wall St.,2026-03-24T09:04:48Z,https://finance.yahoo.com/markets/stocks/articles/story-shifting-standard-bank-group-090448664.html,2026-04-27T06:33:09+00:00
SBSW,Sibanye-Stillwater ADR,AFRICA-MULTI,ZAF,"Down 29.4% in 4 Weeks, Here's Why You Should You Buy the Dip in Sibanye Gold Limited (SBSW)",commodity,Zacks,2026-03-23T13:35:02Z,https://finance.yahoo.com/markets/stocks/articles/down-29-4-4-weeks-133502682.html,2026-04-27T06:33:09+00:00
MTN.JO,MTN Group,AFRICA-MULTI,ZAF,MTN Group Ltd (MTNOF) Full Year 2025 Earnings Call Highlights: Record Growth and Strategic ...,results,GuruFocus.com,2026-03-20T01:02:04Z,https://finance.yahoo.com/markets/stocks/articles/mtn-group-ltd-mtnof-full-010204189.html,2026-04-27T06:33:09+00:00
HMY,Harmony Gold ADR,AFRICA-MULTI,ZAF,AngloGold Ashanti vs. Harmony Gold: Which Gold Stock Shines More?,commodity,Zacks,2026-03-18T16:16:00Z,https://finance.yahoo.com/news/anglogold-ashanti-vs-harmony-gold-161600995.html,2026-04-27T06:33:09+00:00
HMY,Harmony Gold ADR,AFRICA-MULTI,ZAF,Harmony Gold Mining Co Ltd (HMY) (Half Year 2026) Earnings Call Highlights: Strong Financial ...,results,GuruFocus.com,2026-03-18T01:00:41Z,https://finance.yahoo.com/news/harmony-gold-mining-co-ltd-010041336.html,2026-04-27T06:33:09+00:00
NPN.JO,Naspers,AFRICA-MULTI,ZAF,What's Behind Naspers's Steady Exit From Remitly?,other,Motley Fool,2026-03-17T14:40:46Z,https://www.fool.com/coverage/filings/2026/03/17/what-s-behind-naspers-s-steady-exit-from-remitly/,2026-04-27T06:33:09+00:00
MTN.JO,MTN Group,AFRICA-MULTI,ZAF,MTN Posts Higher Earnings on Improved Key Markets,results,The Wall Street Journal,2026-03-16T08:32:00Z,https://www.wsj.com/business/telecom/mtn-posts-higher-earnings-on-improved-key-markets-584711b9?siteid=yhoof2&yptr=yahoo,2026-04-27T06:33:09+00:00
MTN.JO,MTN Group,AFRICA-MULTI,ZAF,Microsoft Africa AI Push And Cloud Spend Weighed Against Valuation Upside,other,Simply Wall St.,2026-03-14T22:08:56Z,https://finance.yahoo.com/news/microsoft-africa-ai-push-cloud-220856990.html,2026-04-27T06:33:09+00:00
SBSW,Sibanye-Stillwater ADR,AFRICA-MULTI,ZAF,The Tape Says Buy — These 3 Growth Stocks Are the Obvious Trade Right Now,other,24/7 Wall St.,2026-03-13T15:47:14Z,https://247wallst.com/investing/2026/03/13/the-tape-says-buy-these-3-growth-stocks-are-the-obvious-trade-right-now/,2026-04-27T06:33:09+00:00
MTN.JO,MTN Group,AFRICA-MULTI,ZAF,Microsoft Targets 3 Million Africans in AI Training Push as DeepSeek Gains Ground,other,GuruFocus.com,2026-03-12T20:44:15Z,https://finance.yahoo.com/news/microsoft-targets-3-million-africans-204415747.html,2026-04-27T06:33:09+00:00
HMY,Harmony Gold ADR,AFRICA-MULTI,ZAF,"Midday Fly By: IEA to release 400M oil barrels, Oracle reports Q3 beat",other,TipRanks,2026-03-12T16:00:56Z,https://finance.yahoo.com/news/midday-fly-iea-release-400m-160056411.html,2026-04-27T06:33:09+00:00
FSR.JO,FirstRand,AFRICA-MULTI,ZAF,Firstrand Ltd (FANDF) (Q1 2026) Earnings Call Highlights: Strong Earnings Growth and Strategic ...,results,GuruFocus.com,2026-03-10T01:04:03Z,https://finance.yahoo.com/news/firstrand-ltd-fandf-q1-2026-010403711.html,2026-04-27T06:33:09+00:00
NPN.JO,Naspers,AFRICA-MULTI,ZAF,Is Naspers (NPSNY) Stock Undervalued Right Now?,other,Zacks,2026-03-09T13:40:03Z,https://finance.yahoo.com/news/naspers-npsny-stock-undervalued-now-134003974.html,2026-04-27T06:33:09+00:00
VOD.JO,Vodacom,AFRICA-MULTI,ZAF,"Vodafone (VOD), Amazon Leo Partner to Expand 4G and 5G via Satellite Backhaul",other,Insider Monkey,2026-03-08T16:03:10Z,https://finance.yahoo.com/news/vodafone-vod-amazon-leo-partner-160310462.html,2026-04-27T06:33:09+00:00
SBK.JO,Standard Bank,AFRICA-MULTI,ZAF,Why The Standard Bank Group (JSE:SBK) Story Is Shifting Toward A More Cautious Outlook,guidance,Simply Wall St.,2026-03-08T14:05:09Z,https://finance.yahoo.com/news/why-standard-bank-group-jse-140509672.html,2026-04-27T06:33:09+00:00
VOD.JO,Vodacom,AFRICA-MULTI,ZAF,Amazon.com Inc. (AMZN) Expands Global Connectivity and Strengthens Growth Outlook,guidance,Insider Monkey,2026-03-05T00:40:42Z,https://finance.yahoo.com/news/amazon-com-inc-amzn-expands-004042200.html,2026-04-27T06:33:09+00:00
SBSW,Sibanye-Stillwater ADR,AFRICA-MULTI,ZAF,Best Momentum Stock to Buy for March 3rd,other,Zacks,2026-03-03T15:00:00Z,https://finance.yahoo.com/news/best-momentum-stock-buy-march-150000783.html,2026-04-27T06:33:09+00:00
VOD.JO,Vodacom,AFRICA-MULTI,ZAF,Vodafone Partners With Amazon Satellites for Bigger Global Footprint,other,Zacks,2026-03-03T14:12:00Z,https://finance.yahoo.com/news/vodafone-partners-amazon-satellites-bigger-141200683.html,2026-04-27T06:33:09+00:00
SBSW,Sibanye-Stillwater ADR,AFRICA-MULTI,ZAF,How Sibanye Stillwater (JSE:SSW)’s Story Is Shifting With New Valuation Anchors And Assumptions,other,Simply Wall St.,2026-03-02T19:16:28Z,https://finance.yahoo.com/news/sibanye-stillwater-jse-ssw-story-191628097.html,2026-04-27T06:33:09+00:00
VOD.JO,Vodacom,AFRICA-MULTI,ZAF,Vodafone teams up with Amazon's satellites to connect masts in Europe and Africa,other,Reuters,2026-03-02T07:05:59Z,https://finance.yahoo.com/news/vodafone-teams-amazons-satellites-connect-070559774.html,2026-04-27T06:33:09+00:00
SBSW,Sibanye-Stillwater ADR,AFRICA-MULTI,ZAF,"Sibanye Stillwater (SBSW) Announces Financial Results for the Full Year and Six Months Ended December 31, 2025",results,Insider Monkey,2026-02-28T09:37:28Z,https://finance.yahoo.com/news/sibanye-stillwater-sbsw-announces-financial-093728166.html,2026-04-27T06:33:09+00:00
NPN.JO,Naspers,AFRICA-MULTI,ZAF,"Zacks Industry Outlook Highlights Naspers, Charter Communications and Cable One",guidance,Zacks,2026-02-23T15:21:00Z,https://finance.yahoo.com/news/zacks-industry-outlook-highlights-naspers-152100074.html,2026-04-27T06:33:09+00:00
SBK.JO,Standard Bank,AFRICA-MULTI,ZAF,Caledonia appoints Stanbic and CBZ as co-lead arrangers for up to US$150 million interim facility,other,Proactive,2026-02-23T07:28:00Z,https://www.proactiveinvestors.com/companies/news/1087752/caledonia-appoints-stanbic-and-cbz-as-co-lead-arrangers-for-up-to-us-150-million-interim-facility-1087752.html,2026-04-27T06:33:09+00:00
NPN.JO,Naspers,AFRICA-MULTI,ZAF,3 Stocks to Watch From a Prospering Cable Television Industry,other,Zacks,2026-02-20T13:13:00Z,https://finance.yahoo.com/news/3-stocks-watch-prospering-cable-131300615.html,2026-04-27T06:33:09+00:00
FSR.JO,FirstRand,AFRICA-MULTI,ZAF,FirstRand Limited (JSE:FSR) is favoured by institutional owners who hold 50% of the company,other,Simply Wall St.,2026-02-12T06:14:40Z,https://finance.yahoo.com/news/firstrand-limited-jse-fsr-favoured-061440009.html,2026-04-27T06:33:09+00:00
SBK.JO,Standard Bank,AFRICA-MULTI,ZAF,How Recent Research Is Shaping The Story For Standard Bank Group's Valuation,other,Simply Wall St.,2026-02-08T15:08:52Z,https://finance.yahoo.com/news/recent-research-shaping-story-standard-150852809.html,2026-04-27T06:33:09+00:00
SBK.JO,Standard Bank,AFRICA-MULTI,ZAF,How The Story On Standard Bank Group (JSE:SBK) Is Shifting After The Target Change,other,Simply Wall St.,2026-01-25T04:18:28Z,https://finance.yahoo.com/news/story-standard-bank-group-jse-041828407.html,2026-04-27T06:33:09+00:00
VOD.JO,Vodacom,AFRICA-MULTI,ZAF,Investors in Vodacom Group (JSE:VOD) have seen respectable returns of 43% over the past year,other,Simply Wall St.,2026-01-20T09:31:01Z,https://finance.yahoo.com/news/investors-vodacom-group-jse-vod-093101569.html,2026-04-27T06:33:09+00:00
SBK.JO,Standard Bank,AFRICA-MULTI,ZAF,How The Story Behind Standard Bank Group (JSE:SBK) Is Shifting As Views Converge,other,Simply Wall St.,2026-01-11T01:10:59Z,https://finance.yahoo.com/news/story-behind-standard-bank-group-011059671.html,2026-04-27T06:33:09+00:00
VOD.JO,Vodacom,AFRICA-MULTI,ZAF,Capital Investment Trends At Vodacom Group (JSE:VOD) Look Strong,other,Simply Wall St.,2025-12-23T04:55:43Z,https://finance.yahoo.com/news/capital-investment-trends-vodacom-group-045543819.html,2026-04-27T06:33:09+00:00
FSR.JO,FirstRand,AFRICA-MULTI,ZAF,"There’s a ‘once-in-a-generation opportunity’ in these stocks right now, no matter how the AI boom ends, market veteran says",other,Fortune,2025-12-01T17:17:37Z,https://finance.yahoo.com/news/once-generation-opportunity-stocks-now-171737817.html,2026-04-27T06:33:09+00:00
