ticker,company,exchange,country_iso,headline,kind,publisher,issued_at,url,captured_at
2454.TW,MediaTek,TWSE,TWN,"Lantronix, Inc. (LTRX): Pentagon’s Drone Push Is Being Felt Here",other,Insider Monkey,2026-04-21T16:07:58Z,https://finance.yahoo.com/markets/stocks/articles/lantronix-inc-ltrx-pentagon-drone-160758997.html,2026-04-27T06:35:24+00:00
2308.TW,Delta Electronics,TWSE,TWN,High Growth Tech Stocks To Explore In April 2026,other,Simply Wall St.,2026-04-21T09:38:20Z,https://finance.yahoo.com/sectors/technology/articles/high-growth-tech-stocks-explore-093820477.html,2026-04-27T06:35:24+00:00
2317.TW,Hon Hai (Foxconn),TWSE,TWN,NVIDIA Refocuses On AI Infrastructure As Partnerships Grow And Shares Rally,semi_ai,Simply Wall St.,2026-04-20T08:06:58Z,https://finance.yahoo.com/markets/stocks/articles/nvidia-refocuses-ai-infrastructure-partnerships-080658483.html,2026-04-27T06:35:24+00:00
2317.TW,Hon Hai (Foxconn),TWSE,TWN,Nvidia (NVDA) Denies PC Business Takeover News as Foxconn Results Boost Stock,results,Insider Monkey,2026-04-20T05:30:50Z,https://finance.yahoo.com/markets/stocks/articles/nvidia-nvda-denies-pc-business-053050395.html,2026-04-27T06:35:24+00:00
2317.TW,Hon Hai (Foxconn),TWSE,TWN,"MacBook Neo is allegedly selling too fast, and Apple wants more units now",other,Digital Trends,2026-04-16T18:28:12Z,https://www.digitaltrends.com/computing/macbook-neo-is-allegedly-selling-too-fast-and-apple-wants-more-units-now/,2026-04-27T06:35:24+00:00
2317.TW,Hon Hai (Foxconn),TWSE,TWN,Monarch Tractor’s collapse ends with an acquisition by Caterpillar,merger,TechCrunch,2026-04-15T21:05:21Z,https://finance.yahoo.com/markets/stocks/articles/monarch-tractor-collapse-ends-acquisition-210521230.html,2026-04-27T06:35:24+00:00
3711.TW,ASE Technology,TWSE,TWN,"Dow Jones E-Commerce Giant Amazon, Alphabet Eye New Buy Points",other,Investor's Business Daily,2026-04-14T19:36:45Z,https://www.investors.com/stock-lists/stocks-near-a-buy-zone/dow-jones-amazon-amzn-stock-buy-point-google/?src=A00220&yptr=yahoo,2026-04-27T06:35:24+00:00
3711.TW,ASE Technology,TWSE,TWN,Asian Equities Traded in the US as American Depositary Receipts Begin Week Lower,other,MT Newswires,2026-04-13T14:36:13Z,https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-143613289.html,2026-04-27T06:35:24+00:00
2317.TW,Hon Hai (Foxconn),TWSE,TWN,Why TSMC Stock Is Rising Today,semi_ai,GuruFocus.com,2026-04-10T12:55:57Z,https://finance.yahoo.com/markets/stocks/articles/tsmc-stock-fans-just-got-125557292.html,2026-04-27T06:35:24+00:00
2412.TW,Chunghwa Telecom,TWSE,TWN,VIV or CHT: Which Is the Better Value Stock Right Now?,other,Zacks,2026-04-06T15:40:04Z,https://finance.yahoo.com/markets/stocks/articles/viv-cht-better-value-stock-154004359.html,2026-04-27T06:35:24+00:00
3711.TW,ASE Technology,TWSE,TWN,Which global stocks offer high-quality dividends with low cut risk?,dividend,Investing.com,2026-04-02T13:25:11Z,https://finance.yahoo.com/markets/stocks/articles/global-stocks-offer-high-quality-132511458.html,2026-04-27T06:35:24+00:00
3711.TW,ASE Technology,TWSE,TWN,Top ASX Dividend Stocks To Watch In March 2026,dividend,Simply Wall St.,2026-03-31T19:39:44Z,https://finance.yahoo.com/markets/stocks/articles/top-asx-dividend-stocks-watch-193944945.html,2026-04-27T06:35:24+00:00
3711.TW,ASE Technology,TWSE,TWN,JPMorgan Sees Australia IPO Demand Resilient to Stock Turmoil,other,Bloomberg,2026-03-31T01:35:46Z,https://finance.yahoo.com/markets/stocks/articles/jpmorgan-sees-australia-ipo-demand-013546545.html,2026-04-27T06:35:24+00:00
2454.TW,MediaTek,TWSE,TWN,This Qualcomm Call Feels Like A Warning,other,GuruFocus.com,2026-03-30T17:18:04Z,https://finance.yahoo.com/markets/stocks/articles/qualcomm-call-feels-warning-171804275.html,2026-04-27T06:35:24+00:00
2454.TW,MediaTek,TWSE,TWN,Goldman initiates Qualcomm at Neutral as smartphone weakness offsets tailwinds,semi_ai,Investing.com,2026-03-30T13:31:34Z,https://finance.yahoo.com/markets/stocks/articles/goldman-initiates-qualcomm-neutral-smartphone-133134517.html,2026-04-27T06:35:24+00:00
3711.TW,ASE Technology,TWSE,TWN,Asian Equities Traded in the US as American Depositary Receipts Decline in Friday Trading,other,MT Newswires,2026-03-27T14:37:22Z,https://finance.yahoo.com/markets/world-indices/articles/asian-equities-traded-us-american-143722204.html,2026-04-27T06:35:24+00:00
2454.TW,MediaTek,TWSE,TWN,"Lantronix at Roth Conference: CEO Touts Shift to Full-Stack Edge AI, Drone Revenue Set to Double",semi_ai,MarketBeat,2026-03-25T04:34:52Z,https://www.marketbeat.com/instant-alerts/lantronix-at-roth-conference-ceo-touts-shift-to-full-stack-edge-ai-drone-revenue-set-to-double-2026-03-24/?utm_source=yahoofinance&utm_medium=yahoofinance,2026-04-27T06:35:24+00:00
2454.TW,MediaTek,TWSE,TWN,Street Calls of the Week,other,Investing.com,2026-03-22T06:59:15Z,https://finance.yahoo.com/markets/stocks/articles/street-calls-week-065915251.html,2026-04-27T06:35:24+00:00
2454.TW,MediaTek,TWSE,TWN,"Could Qualcomm Stock Turn $1,000 Into $10,000 This Decade?",other,Motley Fool,2026-03-21T09:20:00Z,https://www.fool.com/investing/2026/03/21/could-qualcomm-stock-turn-1000-into-10000/,2026-04-27T06:35:24+00:00
2412.TW,Chunghwa Telecom,TWSE,TWN,VIV vs. CHT: Which Stock Is the Better Value Option?,other,Zacks,2026-03-20T15:40:02Z,https://finance.yahoo.com/markets/stocks/articles/viv-vs-cht-stock-better-154002889.html,2026-04-27T06:35:24+00:00
2308.TW,Delta Electronics,TWSE,TWN,"Tech, Media & Telecom Roundup: Market Talk",other,The Wall Street Journal,2026-03-17T21:00:00Z,https://www.wsj.com/business/tech-media-telecom-roundup-market-talk-e64ea0af?siteid=yhoof2&yptr=yahoo,2026-04-27T06:35:24+00:00
2891.TW,CTBC Financial,TWSE,TWN,CTBC Financial Holding Co Ltd (TPE:2891) Q4 2025 Earnings Call Highlights: Record Profits and ...,results,GuruFocus.com,2026-03-14T01:01:19Z,https://finance.yahoo.com/news/ctbc-financial-holding-co-ltd-010119912.html,2026-04-27T06:35:24+00:00
2454.TW,MediaTek,TWSE,TWN,"Rick Tsai Shares Advice Once Given To Him By Jensen Huang, Reveals MediaTek Engineers Are Learning From Nvidia Amid Deepening Chip Partnership",semi_ai,Benzinga,2026-03-10T22:02:01Z,https://finance.yahoo.com/news/rick-tsai-shares-advice-once-220201356.html,2026-04-27T06:35:24+00:00
3711.TW,ASE Technology,TWSE,TWN,Amkor's HDFO Ramp Accelerates: Is the Growth Thesis Strengthening,other,Zacks,2026-02-27T15:59:00Z,https://finance.yahoo.com/news/amkors-hdfo-ramp-accelerates-growth-155900170.html,2026-04-27T06:35:24+00:00
2412.TW,Chunghwa Telecom,TWSE,TWN,Chunghwa Telecom Co Ltd (CHT) (Q4 2025) Earnings Call Highlights: Record EPS and Market ...,results,GuruFocus.com,2026-02-05T01:03:14Z,https://finance.yahoo.com/news/chunghwa-telecom-co-ltd-cht-010314844.html,2026-04-27T06:35:24+00:00
2412.TW,Chunghwa Telecom,TWSE,TWN,Chunghwa Telecom Q4 Earnings Call Highlights,results,MarketBeat,2026-02-03T09:13:09Z,https://www.marketbeat.com/instant-alerts/chunghwa-telecom-q4-earnings-call-highlights-2026-02-03/?utm_source=yahoofinance&utm_medium=yahoofinance,2026-04-27T06:35:24+00:00
2412.TW,Chunghwa Telecom,TWSE,TWN,Chunghwa: Q4 Earnings Snapshot,results,Associated Press Finance,2026-02-03T07:06:18Z,https://finance.yahoo.com/news/chunghwa-q4-earnings-snapshot-070618110.html,2026-04-27T06:35:24+00:00
2412.TW,Chunghwa Telecom,TWSE,TWN,TELFY or CHT: Which Is the Better Value Stock Right Now?,other,Zacks,2026-01-30T16:40:03Z,https://finance.yahoo.com/news/telfy-cht-better-value-stock-164003870.html,2026-04-27T06:35:24+00:00
2412.TW,Chunghwa Telecom,TWSE,TWN,TLK or CHT: Which Is the Better Value Stock Right Now?,other,Zacks,2026-01-14T16:40:04Z,https://finance.yahoo.com/news/tlk-cht-better-value-stock-164004315.html,2026-04-27T06:35:24+00:00
2882.TW,Cathay Financial,TWSE,TWN,Cheapest and priciest airlines for extra legroom revealed,semi_ai,Yahoo Finance UK,2026-01-13T12:31:20Z,https://uk.finance.yahoo.com/news/airlines-extra-legroom-seat-flights-cost-cheapest-123120937.html,2026-04-27T06:35:24+00:00
2882.TW,Cathay Financial,TWSE,TWN,Cathay Financial Holding Co Ltd (TPE:2882) Q3 2025 Earnings Call Highlights: Strong Performance ...,results,GuruFocus.com,2025-11-28T15:00:31Z,https://finance.yahoo.com/news/cathay-financial-holding-co-ltd-150031592.html,2026-04-27T06:35:24+00:00
2891.TW,CTBC Financial,TWSE,TWN,CTBC Financial Holding Co Ltd (TPE:2891) Q3 2025 Earnings Call Highlights: Record Profits Amid ...,results,GuruFocus.com,2025-11-19T17:00:38Z,https://finance.yahoo.com/news/ctbc-financial-holding-co-ltd-170038428.html,2026-04-27T06:35:24+00:00
2412.TW,Chunghwa Telecom,TWSE,TWN,Chunghwa: Q3 Earnings Snapshot,results,Associated Press Finance,2025-11-06T10:03:07Z,https://finance.yahoo.com/news/chunghwa-q3-earnings-snapshot-100307133.html,2026-04-27T06:35:24+00:00
2884.TW,E.SUN Financial,TWSE,TWN,Yoshimura Food Holdings (TSE:2884) Margin Improvement Reinforces Bullish Narrative on Earnings Quality,results,Simply Wall St.,2025-10-16T09:13:08Z,https://finance.yahoo.com/news/yoshimura-food-holdings-tse-2884-091308151.html,2026-04-27T06:35:24+00:00
2002.TW,China Steel,TWSE,TWN,How the 4.9% Monthly Gain Impacts Nisshin Seifun Group’s Value in 2025,semi_ai,Simply Wall St.,2025-09-15T11:25:06Z,https://finance.yahoo.com/news/4-9-monthly-gain-impacts-112506176.html,2026-04-27T06:35:24+00:00
2002.TW,China Steel,TWSE,TWN,Is Nisshin Seifun Group (TSE:2002) Undervalued? A Fresh Look at Its Latest Valuation,other,Simply Wall St.,2025-09-14T12:28:10Z,https://finance.yahoo.com/news/nisshin-seifun-group-tse-2002-122810870.html,2026-04-27T06:35:24+00:00
2308.TW,Delta Electronics,TWSE,TWN,Microchip Technology (MCHP) Partners With Delta to Innovate Energy Solutions,semi_ai,Simply Wall St.,2025-07-17T17:18:08Z,https://finance.yahoo.com/news/microchip-technology-mchp-partners-delta-171808800.html,2026-04-27T06:35:24+00:00
2882.TW,Cathay Financial,TWSE,TWN,Cathay Financial Holding Co Ltd (TPE:2882) Q1 2025 Earnings Call Highlights: Strong Growth in ...,results,GuruFocus.com,2025-05-26T21:00:43Z,https://finance.yahoo.com/news/cathay-financial-holding-co-ltd-210043201.html,2026-04-27T06:35:24+00:00
2891.TW,CTBC Financial,TWSE,TWN,CTBC Financial Holding Co Ltd (TPE:2891) Q1 2025 Earnings Call Highlights: Strong Profit Growth ...,results,GuruFocus.com,2025-05-17T07:01:12Z,https://finance.yahoo.com/news/ctbc-financial-holding-co-ltd-070112347.html,2026-04-27T06:35:24+00:00
