ticker,company,exchange,country_iso,headline,kind,publisher,issued_at,url,captured_at
BBAS3.SA,Banco do Brasil,B3,BRA,Is Prologis (PLD) Outperforming Other Finance Stocks This Year?,other,Zacks,2026-04-21T13:40:03Z,https://finance.yahoo.com/markets/stocks/articles/prologis-pld-outperforming-other-finance-134003222.html,2026-04-27T06:31:25+00:00
PETR4.SA,Petrobras,B3,BRA,Petrobras (PBR) Just Reclaimed the 20-Day Moving Average,other,Zacks,2026-04-21T13:35:01Z,https://finance.yahoo.com/markets/stocks/articles/petrobras-pbr-just-reclaimed-20-133501761.html,2026-04-27T06:31:25+00:00
PETR4.SA,Petrobras,B3,BRA,Petrobras (PBR) Increases Despite Market Slip: Here's What You Need to Know,other,Zacks,2026-04-20T21:50:04Z,https://finance.yahoo.com/markets/stocks/articles/petrobras-pbr-increases-despite-market-215004781.html,2026-04-27T06:31:25+00:00
VALE3.SA,Vale,B3,BRA,"Taiwan Semiconductor Upgraded, Eli Lilly Downgraded: Updated Rankings on Top Blue-Chip Stocks",ratings,InvestorPlace,2026-04-20T19:25:44Z,https://finance.yahoo.com/markets/stocks/articles/taiwan-semiconductor-upgraded-eli-lilly-192544131.html,2026-04-27T06:31:25+00:00
VALE3.SA,Vale,B3,BRA,How The Vale (BOVESPA:VALE3) Investment Story Is Shifting With New Analyst Views,other,Simply Wall St.,2026-04-20T15:05:08Z,https://finance.yahoo.com/markets/stocks/articles/vale-bovespa-vale3-investment-story-150508765.html,2026-04-27T06:31:25+00:00
PETR4.SA,Petrobras,B3,BRA,Petrobras to buy 75% stake and operatorship in São Tomé Block 3,other,Offshore Technology,2026-04-20T13:54:54Z,https://www.offshore-technology.com/news/petrobras-to-buy-stake-sao-tome/,2026-04-27T06:31:25+00:00
PETR4.SA,Petrobras,B3,BRA,Is Petrobras (PBR) a Buy as Wall Street Analysts Look Optimistic?,other,Zacks,2026-04-20T13:30:03Z,https://finance.yahoo.com/markets/stocks/articles/petrobras-pbr-buy-wall-street-133003514.html,2026-04-27T06:31:25+00:00
ABEV3.SA,Ambev,B3,BRA,ABEV vs. SAM: Which Stock Should Value Investors Buy Now?,other,Zacks,2026-04-17T15:40:03Z,https://finance.yahoo.com/markets/stocks/articles/abev-vs-sam-stock-value-154003804.html,2026-04-27T06:31:25+00:00
ABEV3.SA,Ambev,B3,BRA,DEM’s 500 holdings mask the real problem lurking in emerging market income,other,24/7 Wall St.,2026-04-17T15:30:34Z,https://247wallst.com/investing/2026/04/17/dems-500-holdings-mask-the-real-problem-lurking-in-emerging-market-income/,2026-04-27T06:31:25+00:00
ABEV3.SA,Ambev,B3,BRA,Beyond Beer Push: Can Molson Coors Drive Long-Term Growth?,other,Zacks,2026-04-17T13:57:00Z,https://finance.yahoo.com/markets/stocks/articles/beyond-beer-push-molson-coors-135700930.html,2026-04-27T06:31:25+00:00
BBDC4.SA,Bradesco,B3,BRA,Are Finance Stocks Lagging  ANZ Group Holdings Limited - Sponsored ADR (ANZGY) This Year?,other,Zacks,2026-04-17T13:40:03Z,https://finance.yahoo.com/markets/stocks/articles/finance-stocks-lagging-anz-group-134003844.html,2026-04-27T06:31:25+00:00
VALE3.SA,Vale,B3,BRA,VALE S.A. (VALE) Stock Drops Despite Market Gains: Important Facts to Note,other,Zacks,2026-04-16T22:00:04Z,https://finance.yahoo.com/markets/stocks/articles/vale-vale-stock-drops-despite-220004824.html,2026-04-27T06:31:25+00:00
BBAS3.SA,Banco do Brasil,B3,BRA,BDORY or BMA: Which Is the Better Value Stock Right Now?,other,Zacks,2026-04-16T15:40:02Z,https://finance.yahoo.com/markets/stocks/articles/bdory-bma-better-value-stock-154002785.html,2026-04-27T06:31:25+00:00
BBAS3.SA,Banco do Brasil,B3,BRA,Is Banco Do Brasil (BDORY) Stock Undervalued Right Now?,other,Zacks,2026-04-16T13:40:02Z,https://finance.yahoo.com/markets/stocks/articles/banco-brasil-bdory-stock-undervalued-134002037.html,2026-04-27T06:31:25+00:00
ITUB4.SA,Itau,B3,BRA,SHG or ITUB: Which Is the Better Value Stock Right Now?,other,Zacks,2026-04-15T15:40:01Z,https://finance.yahoo.com/markets/stocks/articles/shg-itub-better-value-stock-154001269.html,2026-04-27T06:31:25+00:00
ABEV3.SA,Ambev,B3,BRA,Is Ambev (ABEV) Outperforming Other Consumer Staples Stocks This Year?,other,Zacks,2026-04-15T13:40:04Z,https://finance.yahoo.com/markets/stocks/articles/ambev-abev-outperforming-other-consumer-134004207.html,2026-04-27T06:31:25+00:00
ABEV3.SA,Ambev,B3,BRA,3 Reasons Why Growth Investors Shouldn't Overlook Ambev (ABEV),other,Zacks,2026-04-14T16:45:02Z,https://finance.yahoo.com/markets/stocks/articles/3-reasons-why-growth-investors-164502508.html,2026-04-27T06:31:25+00:00
BBDC4.SA,Bradesco,B3,BRA,Banco Bradesco (BBD) Upgraded to Buy: What Does It Mean for the Stock?,ratings,Zacks,2026-04-14T16:00:04Z,https://finance.yahoo.com/markets/stocks/articles/banco-bradesco-bbd-upgraded-buy-160004099.html,2026-04-27T06:31:25+00:00
BBDC4.SA,Bradesco,B3,BRA,Why Banco Bradesco (BBD) is a Great Dividend Stock Right Now,dividend,Zacks,2026-04-14T15:45:02Z,https://finance.yahoo.com/markets/stocks/articles/why-banco-bradesco-bbd-great-154502607.html,2026-04-27T06:31:25+00:00
BBDC4.SA,Bradesco,B3,BRA,BBD vs. NU: Which Stock Is the Better Value Option?,other,Zacks,2026-04-14T15:40:02Z,https://finance.yahoo.com/markets/stocks/articles/bbd-vs-nu-stock-better-154002786.html,2026-04-27T06:31:25+00:00
ITUB4.SA,Itau,B3,BRA,How The Itaú Unibanco (BOVESPA:ITUB4) Story Is Shifting With JPMorgan’s US$9 Target,other,Simply Wall St.,2026-04-13T14:04:21Z,https://finance.yahoo.com/markets/stocks/articles/ita-unibanco-bovespa-itub4-story-140421477.html,2026-04-27T06:31:25+00:00
VALE3.SA,Vale,B3,BRA,VALE S.A. (VALE) Advances While Market Declines: Some Information for Investors,other,Zacks,2026-04-10T22:00:04Z,https://finance.yahoo.com/markets/stocks/articles/vale-vale-advances-while-market-220004590.html,2026-04-27T06:31:25+00:00
SUZB3.SA,Suzano,B3,BRA,How Suzlon Energy (NSEI:SUZLON) Narrative Is Shifting On Higher Revenue Assumptions And Risk Views,other,Simply Wall St.,2026-04-10T19:10:45Z,https://finance.yahoo.com/markets/stocks/articles/suzlon-energy-nsei-suzlon-narrative-191045516.html,2026-04-27T06:31:25+00:00
BBAS3.SA,Banco do Brasil,B3,BRA,NU Maximizes Growth via Product & Client Base Expansion: Here's How,other,Zacks,2026-04-10T14:48:00Z,https://finance.yahoo.com/markets/stocks/articles/nu-maximizes-growth-via-product-144800906.html,2026-04-27T06:31:25+00:00
ABEV3.SA,Ambev,B3,BRA,"Stock Market Today, April 2: Ambev Slips as Analyst Ratings Temper Sentiment",ratings,Motley Fool,2026-04-02T21:55:17Z,https://www.fool.com/coverage/stock-market-today/2026/04/02/stock-market-today-april-2-ambev-slips-as-analyst-ratings-temper-sentiment/,2026-04-27T06:31:25+00:00
WEGE3.SA,WEG,B3,BRA,How The WEG (BOVESPA:WEGE3) Investment Story Is Resetting After JPMorgan’s Target Cut,other,Simply Wall St.,2026-04-02T16:13:53Z,https://finance.yahoo.com/markets/stocks/articles/weg-bovespa-wege3-investment-story-161353195.html,2026-04-27T06:31:25+00:00
ABEV3.SA,Ambev,B3,BRA,How The Ambev (BOVESPA:ABEV3) Story Is Shifting Toward Profitability Led Earnings Into 2026,results,Simply Wall St.,2026-04-02T15:11:40Z,https://finance.yahoo.com/markets/stocks/articles/ambev-bovespa-abev3-story-shifting-151140343.html,2026-04-27T06:31:25+00:00
SUZB3.SA,Suzano,B3,BRA,Swiss Manufacturer Sulzer Joins Spinnova Ecosystem,other,Sourcing Journal,2026-04-01T20:00:00Z,https://wwd.com/sourcing-journal/sustainability/swiss-manufacturer-sulzer-joins-spinnova-ecosystem-1238870154/,2026-04-27T06:31:25+00:00
BBAS3.SA,Banco do Brasil,B3,BRA,BDORY vs. UOVEY: Which Stock Is the Better Value Option?,other,Zacks,2026-03-31T15:40:02Z,https://finance.yahoo.com/markets/stocks/articles/bdory-vs-uovey-stock-better-154002210.html,2026-04-27T06:31:25+00:00
BBAS3.SA,Banco do Brasil,B3,BRA,Is Banco Do Brasil (BDORY) a Great Value Stock Right Now?,other,Zacks,2026-03-31T13:40:02Z,https://finance.yahoo.com/markets/stocks/articles/banco-brasil-bdory-great-value-134002446.html,2026-04-27T06:31:25+00:00
SUZB3.SA,Suzano,B3,BRA,KMB Faces Pressure as Deutsche Bank Cuts Price Target,other,Insider Monkey,2026-03-31T05:52:09Z,https://finance.yahoo.com/markets/stocks/articles/kmb-faces-pressure-deutsche-bank-055209014.html,2026-04-27T06:31:25+00:00
ITUB4.SA,Itau,B3,BRA,SHG vs. ITUB: Which Stock Is the Better Value Option?,other,Zacks,2026-03-30T15:40:01Z,https://finance.yahoo.com/markets/stocks/articles/shg-vs-itub-stock-better-154001410.html,2026-04-27T06:31:25+00:00
ITUB4.SA,Itau,B3,BRA,How Itaú Unibanco (BOVESPA:ITUB4) Narrative Is Shifting With JPMorgan’s Refined Valuation Targets,other,Simply Wall St.,2026-03-30T06:06:31Z,https://finance.yahoo.com/markets/stocks/articles/ita-unibanco-bovespa-itub4-narrative-060631941.html,2026-04-27T06:31:25+00:00
ITUB4.SA,Itau,B3,BRA,How The Itaú Unibanco (BOVESPA:ITUB4) Investment Story Is Shifting With JPMorgan’s New Target,other,Simply Wall St.,2026-03-15T09:07:52Z,https://finance.yahoo.com/news/ita-unibanco-bovespa-itub4-investment-090752874.html,2026-04-27T06:31:25+00:00
SUZB3.SA,Suzano,B3,BRA,Why International Paper (IP) Is Down 5.8% After EMEA Spin-Off Plan and Insider Buying News,other,Simply Wall St.,2026-03-15T09:06:52Z,https://finance.yahoo.com/news/why-international-paper-ip-down-090652225.html,2026-04-27T06:31:25+00:00
PRIO3.SA,PetroRio,B3,BRA,PRIO SA (PTRRY) Q4 2025 Earnings Call Highlights: Record Production and Strategic Achievements ...,results,GuruFocus.com,2026-03-12T01:05:53Z,https://finance.yahoo.com/news/prio-sa-ptrry-q4-2025-010553687.html,2026-04-27T06:31:25+00:00
LREN3.SA,Lojas Renner,B3,BRA,Lojas Renner SA (BSP:LREN3) Q4 2025 Earnings Call Highlights: Record Net Income and Strategic ...,results,GuruFocus.com,2026-03-12T01:02:55Z,https://finance.yahoo.com/news/lojas-renner-sa-bsp-lren3-010255639.html,2026-04-27T06:31:25+00:00
RADL3.SA,Raia Drogasil,B3,BRA,Raia Drogasil SA (RADLY) Q4 2025 Earnings Call Highlights: Record Growth and Strategic Shifts,results,GuruFocus.com,2026-03-10T01:02:47Z,https://finance.yahoo.com/news/raia-drogasil-sa-radly-q4-010247070.html,2026-04-27T06:31:25+00:00
BBAS3.SA,Banco do Brasil,B3,BRA,Banco do Brasil enables Pix payment in Argentina,other,Electronic Payments,2026-03-09T11:48:52Z,https://www.electronicpaymentsinternational.com/news/banco-do-brasil-pix-payment-argentina/,2026-04-27T06:31:25+00:00
WEGE3.SA,WEG,B3,BRA,How The WEG (BOVESPA:WEGE3) Investment Story Is Shifting After JPMorgan’s Target Cut,other,Simply Wall St.,2026-03-06T16:07:15Z,https://finance.yahoo.com/news/weg-bovespa-wege3-investment-story-160715542.html,2026-04-27T06:31:25+00:00
BBAS3.SA,Banco do Brasil,B3,BRA,"Banco do Brasil launches Pix payment feature in Argentina, eyes expansion",other,Reuters,2026-03-06T14:38:45Z,https://finance.yahoo.com/news/banco-brasil-launches-pix-payment-143845308.html,2026-04-27T06:31:25+00:00
RAIL3.SA,Rumo,B3,BRA,Rumo SA (BSP:RAIL3) Q4 2025 Earnings Call Highlights: Record Transported Volume and Strategic ...,results,GuruFocus.com,2026-03-05T23:01:09Z,https://finance.yahoo.com/news/rumo-sa-bsp-rail3-q4-230109355.html,2026-04-27T06:31:25+00:00
ITUB4.SA,Itau,B3,BRA,BCS or ITUB: Which Is the Better Value Stock Right Now?,other,Zacks,2026-03-04T16:40:02Z,https://finance.yahoo.com/news/bcs-itub-better-value-stock-164002259.html,2026-04-27T06:31:25+00:00
SUZB3.SA,Suzano,B3,BRA,SUZ vs. KLBAY: Which Stock Is the Better Value Option?,other,Zacks,2026-03-03T16:40:02Z,https://finance.yahoo.com/news/suz-vs-klbay-stock-better-164002456.html,2026-04-27T06:31:25+00:00
RENT3.SA,Localiza,B3,BRA,Localiza Rent A Car SA (LZRFY) Q4 2025 Earnings Call Highlights: Strong Revenue Growth and ...,results,GuruFocus.com,2026-03-03T01:02:35Z,https://finance.yahoo.com/news/localiza-rent-car-sa-lzrfy-010235597.html,2026-04-27T06:31:25+00:00
SUZB3.SA,Suzano,B3,BRA,"Recent Price Trend in Suzano (SUZ) is Your Friend, Here's Why",other,Zacks,2026-03-02T13:55:02Z,https://finance.yahoo.com/news/recent-price-trend-suzano-suz-135502184.html,2026-04-27T06:31:25+00:00
SUZB3.SA,Suzano,B3,BRA,"Beat the Market the Zacks Way: Contineum Therapeutics, Suzano, PepsiCo in Focus",other,Zacks,2026-03-02T13:25:00Z,https://finance.yahoo.com/news/beat-market-zacks-way-contineum-132500313.html,2026-04-27T06:31:25+00:00
SUZB3.SA,Suzano,B3,BRA,5 Stocks With Recent Price Strength Despite a Volatile February,other,Zacks,2026-03-02T12:51:00Z,https://finance.yahoo.com/news/5-stocks-recent-price-strength-125100257.html,2026-04-27T06:31:25+00:00
B3SA3.SA,B3 Exchange,B3,BRA,B3 SA - Brasil Bolsa Balcao (BOLSY) Q4 2025 Earnings Call Highlights: Strong Revenue Growth and ...,results,GuruFocus.com,2026-02-27T19:01:00Z,https://finance.yahoo.com/news/b3-sa-brasil-bolsa-balcao-190100914.html,2026-04-27T06:31:25+00:00
ITUB4.SA,Itau,B3,BRA,"Top Research Reports for Meta, Netflix & Pfizer",other,Zacks,2026-02-26T21:11:00Z,https://finance.yahoo.com/news/top-research-reports-meta-netflix-211100549.html,2026-04-27T06:31:25+00:00
BBDC4.SA,Bradesco,B3,BRA,Banco Bradesco (BBD) Reports 26.1% Growth in 2025 Recurring Net Income to BRL 24.7 Billion,other,Insider Monkey,2026-02-24T14:35:19Z,https://finance.yahoo.com/news/banco-bradesco-bbd-reports-26-143519873.html,2026-04-27T06:31:25+00:00
BBDC4.SA,Bradesco,B3,BRA,Banco Bradesco Q4 Earnings Call Highlights,results,MarketBeat,2026-02-06T22:33:40Z,https://www.marketbeat.com/instant-alerts/banco-bradesco-q4-earnings-call-highlights-2026-02-06/?utm_source=yahoofinance&utm_medium=yahoofinance,2026-04-27T06:31:25+00:00
BBDC4.SA,Bradesco,B3,BRA,Banco Bradesco: Q4 Earnings Snapshot,results,Associated Press Finance,2026-02-06T07:22:02Z,https://finance.yahoo.com/news/banco-bradesco-q4-earnings-snapshot-072202030.html,2026-04-27T06:31:25+00:00
BBDC4.SA,Bradesco,B3,BRA,"Stock Market Today, Jan. 27: Banco Bradesco Rises Ahead of Brazilian Central Bank Meeting",other,Motley Fool,2026-01-28T17:13:36Z,https://www.fool.com/coverage/stock-market-today/2026/01/28/stock-market-today-jan-27-banco-bradesco-rises-ahead-of-brazilian-central-bank-meeting/,2026-04-27T06:31:25+00:00
LREN3.SA,Lojas Renner,B3,BRA,"Google Cloud lands deal with Palo Alto Networks 'approaching $10 billion,' per source",other,Reuters,2025-12-19T13:02:05Z,https://finance.yahoo.com/news/google-cloud-lands-deal-palo-130205390.html,2026-04-27T06:31:25+00:00
B3SA3.SA,B3 Exchange,B3,BRA,B3 SA - Brasil Bolsa Balcao (BOLSY) Q3 2025 Earnings Call Highlights: Resilient Growth Amid ...,results,GuruFocus.com,2025-12-09T01:00:50Z,https://finance.yahoo.com/news/b3-sa-brasil-bolsa-balcao-010050288.html,2026-04-27T06:31:25+00:00
RENT3.SA,Localiza,B3,BRA,Localiza Rent A Car SA (LZRFY) Q3 2025 Earnings Call Highlights: Strong Revenue Growth and ...,results,GuruFocus.com,2025-11-25T01:02:20Z,https://finance.yahoo.com/news/localiza-rent-car-sa-lzrfy-010220725.html,2026-04-27T06:31:25+00:00
RAIL3.SA,Rumo,B3,BRA,Rumo SA (BSP:RAIL3) Q3 2025 Earnings Call Highlights: Record Transport Volumes and Strategic ...,results,GuruFocus.com,2025-11-19T15:00:48Z,https://finance.yahoo.com/news/rumo-sa-bsp-rail3-q3-150048589.html,2026-04-27T06:31:25+00:00
EMBR3.SA,Embraer,B3,BRA,This is Why Eve Holding Inc. (EVEX) is a Buy Despite Wider Than Expected Q3 Net Loss,other,Insider Monkey,2025-11-18T11:17:07Z,https://finance.yahoo.com/news/why-eve-holding-inc-evex-111707925.html,2026-04-27T06:31:25+00:00
EMBR3.SA,Embraer,B3,BRA,How Recent Developments Are Rewriting the Story for Embraer,other,Simply Wall St.,2025-11-16T00:15:38Z,https://finance.yahoo.com/news/recent-developments-rewriting-story-embraer-001538910.html,2026-04-27T06:31:25+00:00
PRIO3.SA,PetroRio,B3,BRA,Equinor completes $2.33bn sale of 40% stake in Peregrino field,other,Offshore Technology,2025-11-12T14:40:47Z,https://www.offshore-technology.com/news/equinor-completes-peregrino-stake-sale/,2026-04-27T06:31:25+00:00
ELET3.SA,Eletrobras,B3,BRA,"Eletrobras (AXIA) Is a Great Choice for 'Trend' Investors, Here's Why",other,Zacks,2025-11-12T13:55:02Z,https://finance.yahoo.com/news/eletrobras-axia-great-choice-trend-135502836.html,2026-04-27T06:31:25+00:00
PRIO3.SA,PetroRio,B3,BRA,PRIO SA (PTRRY) Q3 2025 Earnings Call Highlights: Strong Cash Position Amid Peregrino Challenges,results,GuruFocus.com,2025-11-12T01:00:31Z,https://finance.yahoo.com/news/prio-sa-ptrry-q3-2025-010031417.html,2026-04-27T06:31:25+00:00
RADL3.SA,Raia Drogasil,B3,BRA,Raia Drogasil SA (RADLY) Q3 2025 Earnings Call Highlights: Strong Retail Growth and Digital ...,results,GuruFocus.com,2025-11-07T11:00:51Z,https://finance.yahoo.com/news/raia-drogasil-sa-radly-q3-110051826.html,2026-04-27T06:31:25+00:00
EMBR3.SA,Embraer,B3,BRA,"Embraer's Q3 Earnings Fall Year Over Year, Revenues Rise",results,Zacks,2025-11-06T13:29:00Z,https://finance.yahoo.com/news/embraers-q3-earnings-fall-over-132900414.html,2026-04-27T06:31:25+00:00
EMBR3.SA,Embraer,B3,BRA,Embraer SA (EMBJ) Q3 2025 Earnings Call Highlights: Record Backlog and Revenue Growth Amid ...,results,GuruFocus.com,2025-11-04T19:01:23Z,https://finance.yahoo.com/news/embraer-sa-embj-q3-2025-190123534.html,2026-04-27T06:31:25+00:00
EMBR3.SA,Embraer,B3,BRA,"Tesla Drama, Palantir Earnings Have Wall Street's Radar Buzzing",results,Investor's Business Daily,2025-11-03T21:29:11Z,https://www.investors.com/research/how-to-find-the-best-stocks-to-buy/tesla-stock-palantir-earnings-drive-wall-streets-drama/?src=A00220&yptr=yahoo,2026-04-27T06:31:25+00:00
EMBR3.SA,Embraer,B3,BRA,Looking at the Narrative for Embraer After Recent Orders and Analyst Reactions,other,Simply Wall St.,2025-11-01T14:07:05Z,https://finance.yahoo.com/news/looking-narrative-embraer-recent-orders-140705324.html,2026-04-27T06:31:25+00:00
EMBR3.SA,Embraer,B3,BRA,BofA Raises PT on Embraer (ERJ) to $70 Following Investor Day,other,Insider Monkey,2025-10-29T15:25:22Z,https://finance.yahoo.com/news/bofa-raises-pt-embraer-erj-152522777.html,2026-04-27T06:31:25+00:00
EMBR3.SA,Embraer,B3,BRA,Eve vs. Joby: Which eVTOL Stock Leads the Urban Air Mobility Race?,other,Zacks,2025-10-24T15:21:00Z,https://finance.yahoo.com/news/eve-vs-joby-evtol-stock-152100867.html,2026-04-27T06:31:25+00:00
ELET3.SA,Eletrobras,B3,BRA,Are Utilities Stocks Lagging  Centrais Eltricas Brasileiras (EBR) This Year?,other,Zacks,2025-10-24T13:40:03Z,https://finance.yahoo.com/news/utilities-stocks-lagging-centrais-eltricas-134003279.html,2026-04-27T06:31:25+00:00
ELET3.SA,Eletrobras,B3,BRA,Eletrobras Dumps Nuclear Baggage -- Batista Brothers Snatch It Up in $98M Power Play,other,GuruFocus.com,2025-10-16T16:55:07Z,https://finance.yahoo.com/news/eletrobras-dumps-nuclear-baggage-batista-165507933.html,2026-04-27T06:31:25+00:00
ELET3.SA,Eletrobras,B3,BRA,Sector Update: Energy Stocks Retreat Wednesday Afternoon,other,MT Newswires,2025-10-15T17:57:32Z,https://finance.yahoo.com/news/sector-energy-stocks-retreat-wednesday-175732675.html,2026-04-27T06:31:25+00:00
ELET3.SA,Eletrobras,B3,BRA,What Makes Eletrobras (EBR) a Strong Momentum Stock: Buy Now?,other,Zacks,2025-10-13T16:00:02Z,https://finance.yahoo.com/news/makes-eletrobras-ebr-strong-momentum-160002028.html,2026-04-27T06:31:25+00:00
ELET3.SA,Eletrobras,B3,BRA,Is Centrais Eltricas Brasileiras (EBR) Stock Outpacing Its Utilities Peers This Year?,other,Zacks,2025-10-08T13:40:02Z,https://finance.yahoo.com/news/centrais-eltricas-brasileiras-ebr-stock-134002948.html,2026-04-27T06:31:25+00:00
ELET3.SA,Eletrobras,B3,BRA,Eletrobras (EBR) Is Up 10.15% in One Week: What You Should Know,other,Zacks,2025-09-26T16:00:03Z,https://finance.yahoo.com/news/eletrobras-ebr-10-15-one-160003276.html,2026-04-27T06:31:25+00:00
ELET3.SA,Eletrobras,B3,BRA,Is Centrais Eltricas Brasileiras (EBR) Outperforming Other Utilities Stocks This Year?,other,Zacks,2025-09-22T13:40:03Z,https://finance.yahoo.com/news/centrais-eltricas-brasileiras-ebr-outperforming-134003964.html,2026-04-27T06:31:25+00:00
WEGE3.SA,WEG,B3,BRA,Petrobras and Its Partners Launch the Largest Onshore Wind Turbine,other,Zacks,2025-09-22T12:25:00Z,https://finance.yahoo.com/news/petrobras-partners-launch-largest-onshore-122500948.html,2026-04-27T06:31:25+00:00
JBSS3.SA,JBS,B3,BRA,Brazilian minister intervenes in JBS slave labor investigation,other,Reuters,2025-09-18T23:26:16Z,https://ca.finance.yahoo.com/news/brazilian-minister-intervenes-jbs-slave-232616742.html,2026-04-27T06:31:25+00:00
LREN3.SA,Lojas Renner,B3,BRA,"Brazil apparel firm Lojas Renner expects softer results before 2026 improvement, CFO says",results,Reuters,2025-09-09T11:34:08Z,https://ca.finance.yahoo.com/news/brazil-apparel-firm-lojas-renner-113408783.html,2026-04-27T06:31:25+00:00
B3SA3.SA,B3 Exchange,B3,BRA,Aura Minerals Announced Change in its BDRs and Clarified On Payment of Dividends to BDR Holders,dividend,MT Newswires,2025-09-02T11:15:15Z,https://finance.yahoo.com/news/aura-minerals-announced-change-bdrs-111515154.html,2026-04-27T06:31:25+00:00
JBSS3.SA,JBS,B3,BRA,Eyeing alternatives – meat companies with stakes in meat-free and cell-based meat,other,Just Food,2025-07-22T09:00:00Z,https://www.just-food.com/features/eyeing-alternatives-meat-companies-with-stakes-in-meat-free-and-cell-based-meat/,2026-04-27T06:31:25+00:00
JBSS3.SA,JBS,B3,BRA,Should You Buy JBS Stock After the Meat Giant’s IPO?,other,Barchart,2025-06-16T20:26:04Z,https://www.barchart.com/story/news/32903414/should-you-buy-jbs-stock-after-the-meat-giants-ipo,2026-04-27T06:31:25+00:00
JBSS3.SA,JBS,B3,BRA,NGOs issue warnings after JBS shares start US trading,other,Just Food,2025-06-16T10:52:44Z,https://www.just-food.com/news/ngos-warnings-jbs-us-trading/,2026-04-27T06:31:25+00:00
JBSS3.SA,JBS,B3,BRA,Brazilian Meatpacking Giant JBS Makes Its NYSE Debut,other,Investopedia,2025-06-13T15:36:18Z,https://www.investopedia.com/brazilian-meatpacking-giant-jbs-makes-its-nyse-debut-update-11754179,2026-04-27T06:31:25+00:00
JBSS3.SA,JBS,B3,BRA,Shares of meatpacking giant JBS fall in debut on the NYSE,other,Associated Press Finance,2025-06-13T12:36:59Z,https://finance.yahoo.com/news/jbs-shares-expected-begin-trading-123659504.html,2026-04-27T06:31:25+00:00
JBSS3.SA,JBS,B3,BRA,Brazil beef barons' Wall Street listing caps a return from exile,other,Reuters,2025-06-13T10:11:12Z,https://ca.finance.yahoo.com/news/brazil-beef-barons-wall-street-101112414.html,2026-04-27T06:31:25+00:00
JBSS3.SA,JBS,B3,BRA,Beef prices surge as barbecue season approaches,other,Financial Post,2025-06-07T11:00:09Z,https://ca.finance.yahoo.com/news/beef-prices-surge-barbecue-season-110009193.html,2026-04-27T06:31:25+00:00
