source,published,title,link,ticker_guess,tags
GlobeNewswire,"Mon, 27 Apr 2026 21:35 GMT",European Residential Real Estate Investment Trust Announces Unitholder Approval and Anticipated Closing Date of Arrangement With Canadian Apartment Properties Real Estate Investment Trust,https://www.globenewswire.com/news-release/2026/04/27/3282107/0/en/European-Residential-Real-Estate-Investment-Trust-Announces-Unitholder-Approval-and-Anticipated-Closing-Date-of-Arrangement-With-Canadian-Apartment-Properties-Real-Estate-Investmen.html,,
GlobeNewswire,"Mon, 27 Apr 2026 21:30 GMT","Heron Therapeutics to Report First Quarter 2026 Financial Results on Monday, May 11, 2026",https://www.globenewswire.com/news-release/2026/04/27/3282104/0/en/Heron-Therapeutics-to-Report-First-Quarter-2026-Financial-Results-on-Monday-May-11-2026.html,,
GlobeNewswire,"Mon, 27 Apr 2026 21:21 GMT",Taysha Gene Therapies to Present New Preclinical Data Supporting Construct Design of TSHA-102 for Rett Syndrome at the ASGCT 2026 Annual Meeting,https://www.globenewswire.com/news-release/2026/04/27/3282099/0/en/Taysha-Gene-Therapies-to-Present-New-Preclinical-Data-Supporting-Construct-Design-of-TSHA-102-for-Rett-Syndrome-at-the-ASGCT-2026-Annual-Meeting.html,,
GlobeNewswire,"Mon, 27 Apr 2026 21:15 GMT",Lexeo Therapeutics Announces Multiple Presentations at the 29th American Society of Gene & Cell Therapy (ASGCT) Annual Meeting,https://www.globenewswire.com/news-release/2026/04/27/3282096/0/en/Lexeo-Therapeutics-Announces-Multiple-Presentations-at-the-29th-American-Society-of-Gene-Cell-Therapy-ASGCT-Annual-Meeting.html,,
GlobeNewswire,"Mon, 27 Apr 2026 21:13 GMT",Crinetics Pharmaceuticals Announces the European Commission Approval of PALSONIFY® (Paltusotine) for the Treatment of Acromegaly in Adults,https://www.globenewswire.com/news-release/2026/04/27/3282095/0/en/Crinetics-Pharmaceuticals-Announces-the-European-Commission-Approval-of-PALSONIFY-Paltusotine-for-the-Treatment-of-Acromegaly-in-Adults.html,,
GlobeNewswire,"Mon, 27 Apr 2026 21:11 GMT",Traction Uranium Announces Closing of LIFE Offering,https://www.globenewswire.com/news-release/2026/04/27/3282094/0/en/Traction-Uranium-Announces-Closing-of-LIFE-Offering.html,,
GlobeNewswire,"Mon, 27 Apr 2026 21:03 GMT","Brown & Brown, Inc. announces first quarter 2026 results, including total revenues of $1.9 billion, an increase of 35.4%; flat Organic Revenue; growth of Organic Revenue with Contingents of 2.2%; diluted net income per share of $1.06; Dilut",https://www.globenewswire.com/news-release/2026/04/27/3282088/0/en/Brown-Brown-Inc-announces-first-quarter-2026-results-including-total-revenues-of-1-9-billion-an-increase-of-35-4-flat-Organic-Revenue-growth-of-Organic-Revenue-with-Contingents-of-.html,BRO,DIVIDEND
GlobeNewswire,"Mon, 27 Apr 2026 21:00 GMT",Premium Income Corporation Announces Class A Share Split,https://www.globenewswire.com/news-release/2026/04/27/3282079/0/en/Premium-Income-Corporation-Announces-Class-A-Share-Split.html,,
GlobeNewswire,"Mon, 27 Apr 2026 21:00 GMT",Apogee Minerals Announces Non-Brokered Private Placement Financing,https://www.globenewswire.com/news-release/2026/04/27/3282080/0/en/Apogee-Minerals-Announces-Non-Brokered-Private-Placement-Financing.html,,
GlobeNewswire,"Mon, 27 Apr 2026 21:00 GMT","Cabaletta Bio Announces Multiple Upcoming Presentations, Including Data on Rese-cel without Preconditioning and Rese-cel with Automated Manufacturing, at the ASGCT 2026 Annual Meeting",https://www.globenewswire.com/news-release/2026/04/27/3282081/0/en/Cabaletta-Bio-Announces-Multiple-Upcoming-Presentations-Including-Data-on-Rese-cel-without-Preconditioning-and-Rese-cel-with-Automated-Manufacturing-at-the-ASGCT-2026-Annual-Meetin.html,,
BusinessWire,"Mon, 27 Apr 2026 21:00:00 UT",Paystand Launches USDb: The First Bitcoin-Aligned Stablecoin Purpose-Built for the $100 Trillion B2B Economy,http://www.businesswire.com/news/home/20260427826030/en/Paystand-Launches-USDb-The-First-Bitcoin-Aligned-Stablecoin-Purpose-Built-for-the-100-Trillion-B2B-Economy/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 20:15:00 UT","CACI Achieves Amazon Web Services Managed Service Provider Status for its Secure, Compliant Hybrid Cloud Solutions",http://www.businesswire.com/news/home/20260427094105/en/CACI-Achieves-Amazon-Web-Services-Managed-Service-Provider-Status-for-its-Secure-Compliant-Hybrid-Cloud-Solutions/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,CACI,
BusinessWire,"Mon, 27 Apr 2026 20:12:00 UT",IAS startet IAS Total TV Solutions: Connected-TV-Transparenz wie im linearen Fernsehen,http://www.businesswire.com/news/home/20260427897929/de/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 20:09:00 UT","IAS lance les solutions IAS Total TV, offrant aux professionnels du marketing une transparence « de type linéaire » pour la télévision connectée",http://www.businesswire.com/news/home/20260427427733/fr/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 20:05:00 UT","Airgain Sets First Quarter 2026 Conference Call for Wednesday, May 6, at 5:00 p.m. ET",http://www.businesswire.com/news/home/20260427289906/en/Airgain-Sets-First-Quarter-2026-Conference-Call-for-Wednesday-May-6-at-500-p.m.-ET/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,AIRG,
BusinessWire,"Mon, 27 Apr 2026 20:01:00 UT",Samenvatting: IAS lanceert IAS Total TV Solutions en biedt marketeers 'ineaire' transparantie voor Connected TV,http://www.businesswire.com/news/home/20260427021143/nl/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 19:59:00 UT","Riassunto: IAS presenta IAS Total TV Solutions, per fornire ai marketer la stessa trasparenza 'della TV lineare' anche nel settore della Connected TV",http://www.businesswire.com/news/home/20260427795403/it/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 13:00:00 UT","Fiber Broadband Association Paper Highlights Role of Fielding, Base Mapping in Reducing Risk and Accelerating Fiber Deployments",http://www.businesswire.com/news/home/20260427675827/en/Fiber-Broadband-Association-Paper-Highlights-Role-of-Fielding-Base-Mapping-in-Reducing-Risk-and-Accelerating-Fiber-Deployments/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 13:00:00 UT","High-Speed, Reliable Internet from Xfinity Now Available in Bloomsburg, Pennsylvania",http://www.businesswire.com/news/home/20260427359566/en/High-Speed-Reliable-Internet-from-Xfinity-Now-Available-in-Bloomsburg-Pennsylvania/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 13:00:00 UT",Lightmatter Names Roy Kim Vice President of Product to Lead Global Deployment of Photonic Interconnects,http://www.businesswire.com/news/home/20260427182548/en/Lightmatter-Names-Roy-Kim-Vice-President-of-Product-to-Lead-Global-Deployment-of-Photonic-Interconnects/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 12:59:00 UT",NSK and Accenture Forge Strategic Collaboration to Drive Business Reinvention Through AI and Digital Technology,http://www.businesswire.com/news/home/20260427121727/en/NSK-and-Accenture-Forge-Strategic-Collaboration-to-Drive-Business-Reinvention-Through-AI-and-Digital-Technology/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 12:53:00 UT","Microland Launches Strategic Blueprint to Help Enterprises Enable Autonomous, AI-First Operations",http://www.businesswire.com/news/home/20260427120577/en/Microland-Launches-Strategic-Blueprint-to-Help-Enterprises-Enable-Autonomous-AI-First-Operations/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 12:45:00 UT",Datavault AI Announces Execution of Binding Term Sheet for $120 Million Cash Contribution From Scilex Holding Company to Fund 100-City GPU Expansion of Quantum-Ready SanQtum Platform,http://www.businesswire.com/news/home/20260427795176/en/Datavault-AI-Announces-Execution-of-Binding-Term-Sheet-for-120-Million-Cash-Contribution-From-Scilex-Holding-Company-to-Fund-100-City-GPU-Expansion-of-Quantum-Ready-SanQtum-Platform/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,DVLT,
BusinessWire,"Mon, 27 Apr 2026 12:30:00 UT",IAS Launches IAS Total TV Solutions Giving Marketers ‘Linear-like’ Transparency for Connected TV,http://www.businesswire.com/news/home/20260427576783/en/IAS-Launches-IAS-Total-TV-Solutions-Giving-Marketers-%E2%80%98Linear-like%E2%80%99-Transparency-for-Connected-TV/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 12:10:00 UT",Zebra Technologies Celebrates 10 Year Anniversary of PartnerConnect Program,http://www.businesswire.com/news/home/20260427278311/en/Zebra-Technologies-Celebrates-10-Year-Anniversary-of-PartnerConnect-Program/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,ZBRA,
BusinessWire,"Mon, 27 Apr 2026 12:00:00 UT","Stellar Cyber Appoints Mayuresh Ektare, Former Qualys Product Executive, to Accelerate SOC Transformation",http://www.businesswire.com/news/home/20260427712680/en/Stellar-Cyber-Appoints-Mayuresh-Ektare-Former-Qualys-Product-Executive-to-Accelerate-SOC-Transformation/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 12:00:00 UT",Keepit to Present Operational Truths From Real Backup and Restore Data in Webinar,http://www.businesswire.com/news/home/20260427053675/en/Keepit-to-Present-Operational-Truths-From-Real-Backup-and-Restore-Data-in-Webinar/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 12:00:00 UT",Respected Toshiba Quartet Named Industry Stars,http://www.businesswire.com/news/home/20260427282896/en/Respected-Toshiba-Quartet-Named-Industry-Stars/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 12:00:00 UT",IonQ and Florida LambdaRail Launch First Statewide Quantum-Safe Network Initiative in United States,http://www.businesswire.com/news/home/20260427590862/en/IonQ-and-Florida-LambdaRail-Launch-First-Statewide-Quantum-Safe-Network-Initiative-in-United-States/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,IONQ,
BusinessWire,"Mon, 27 Apr 2026 12:00:00 UT","Comcast’s Universal Ads Makes Linear TV Self-Service, Bringing Incremental TV Reach to Advertisers of Any Size",http://www.businesswire.com/news/home/20260427603609/en/Comcast%E2%80%99s-Universal-Ads-Makes-Linear-TV-Self-Service-Bringing-Incremental-TV-Reach-to-Advertisers-of-Any-Size/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 11:30:00 UT",Sharon AI Enters Into Definitive Agreements for US$350 Million Convertible Note Offering to Expand GPU and Network Procurement,http://www.businesswire.com/news/home/20260427995709/en/Sharon-AI-Enters-Into-Definitive-Agreements-for-US350-Million-Convertible-Note-Offering-to-Expand-GPU-and-Network-Procurement/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,SHAZ,
BusinessWire,"Mon, 27 Apr 2026 10:02:00 UT","GMO GlobalSign Introduces TLS Connect, Bringing CLM Automation to Small and Medium Businesses",http://www.businesswire.com/news/home/20260427257690/en/GMO-GlobalSign-Introduces-TLS-Connect-Bringing-CLM-Automation-to-Small-and-Medium-Businesses/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 10:02:00 UT","GMO GlobalSign lance TLS Connect, une solution d'automatisation de la gestion du cycle de vie des certificats (CLM) destinée aux petites et moyennes entreprises",http://www.businesswire.com/news/home/20260427465984/fr/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 10:02:00 UT",GMO GlobalSign ermöglicht KMUs mit TLS Connect die Automatisierung ihres CLM,http://www.businesswire.com/news/home/20260427830763/de/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 10:02:00 UT","GMO GlobalSign presenta TLS Connect, llevando la automatización de CLM a pequeñas y medianas empresas",http://www.businesswire.com/news/home/20260427905245/es/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
BusinessWire,"Mon, 27 Apr 2026 10:00:00 UT",Marketing Architects Adds Reach Index Optimization for Smarter TV Buying,http://www.businesswire.com/news/home/20260427594513/en/Marketing-Architects-Adds-Reach-Index-Optimization-for-Smarter-TV-Buying/?feedref=JjAwJuNHiystnCoBq_hl-WsGkFyUNMTSNrPsg57HLEqqcp-o_pnudlUwsb5apQ1S4gUE65BTfjH3-pSuqdv0gW3cb3F4oTIgUqCPafFkgu5AneicJQDNboWvodvG82E0,,
