recall_id,recall_number,title,description,remedy,manufacturer,hazards,recall_date,url,captured_at
10731,26430,Wiifo Children's Tower Stools Recalled Due to Risk of Serious Injury and Death from Entrapment and Fall Hazards; Imported by Wiifo,"This recall involves Wiifo-branded children's tower stools. The wooden kitchen tower stools were sold in white, natural and light wood finish, and measure about 18 inches deep, 18 inches wide and 34 i",Refund,,"The recalled tower stools can collapse or tip over while in use, and a child's torso can fit through the openings on the",2026-04-23,https://www.cpsc.gov/Recalls/2026/Wiifo-Childrens-Tower-Stools-Recalled-Due-to-Risk-of-Serious-Injury-and-Death-from-Entrapment-and-Fall-Hazards-Imported-by-Wiifo,2026-04-27T23:05:46Z
10726,26425,Adult Portable Bed Rails Recalled Due to Risk of Serious Injury or Death from Entrapment and Asphyxiation; Violates Mandatory Standard for A,"This recall involves Zoliquex-branded adult portable bed rails. The bed rail comes in silver, measures 12.4 wide by 33.07 inches tall, and weighs 7.1 pounds. The model number ""ZEX014-V1"" and ""Zoliquex",Refund,"ZOLIQUEX, of China",The recalled bed rails violate the mandatory standard for adult portable bed rails because users can become entrapped wi,2026-04-16,https://www.cpsc.gov/Recalls/2026/Adult-Portable-Bed-Rails-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Entrapment-and-Asphyxiation-Violates-Mandatory-Standard-for-Adult-Portable-Bed-Rails-Sold-on-Amazon-by-ZOLIQUEX,2026-04-27T23:05:46Z
10721,26420,Agiiman Recalls Pressure Washers Due to Serious Risk of Injury or Death from Shock and Electrocution Hazards,"This recall involves Agiiman pressure washers. The recalled pressure washers range from 4,000 to 5,100 PSI, are green and black or yellow and black in color and include a 20-foot pressure hose and 35-",Refund,,"The recalled pressure washers lack an integral ground-fault circuit-interrupter (GFCI), posing a serious risk of injury ",2026-04-16,https://www.cpsc.gov/Recalls/2026/Agiiman-Recalls-Pressure-Washers-Due-to-Serious-Risk-of-Injury-or-Death-from-Shock-and-Electrocution-Hazards,2026-04-27T23:05:46Z
10727,26426,Apex Gaming PCs Recalls Manik and Apex-branded ATX Computer Power Supplies Due to Risk of Serious Injury or Death from Electrical Shock and ,"This recall involves ATX Computer Power Supplies of varying wattages. Both Manik- and Apex-branded power supplies are affected. The power supplies can be black or white, with ""Apex"" or ""Manik"" labels.",Repair,,"The units lack a permanent, on-product warning label identifying potential electrical shock and electrocution hazards, p",2026-04-16,https://www.cpsc.gov/Recalls/2026/Apex-Gaming-PCs-Recalls-Manik-and-Apex-branded-ATX-Computer-Power-Supplies-Due-to-Risk-of-Serious-Injury-or-Death-from-Electrical-Shock-and-Electrocution-Hazards,2026-04-27T23:05:46Z
10715,26411,ATOYUS Children's Activity Cubes Recalled Due to Risk of Serious Injury or Death from Choking Hazard; Violate Small Parts Ban and Mandatory ,"This recall involves ATOYUS branded children's wooden activity cubes. The toys consist of a multi sided wooden cube with different activities on each panel, 15 animal and people-shaped pieces, a playm",Refund,,The recalled toys violate the small parts ban because the toys are intended for children under three and the toys' xylop,2026-04-16,https://www.cpsc.gov/Recalls/2026/ATOYUS-Childrens-Activity-Cubes-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard-Violate-Small-Parts-Ban-and-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Melofaver-US,2026-04-27T23:05:46Z
10722,26421,Fengrong Tool Recalls Pressure Washers Due to Serious Risk of Injury or Death from Shock and Electrocution Hazards,"This recall involves Fengrong Tool electric pressure washers. The recalled electric pressure washers were sold in orange or green with black, measuring about 25.5 inches high, 12 inches wide and 11 in",Refund,,"The recalled pressure washers lack an integral ground-fault circuit-interrupter (GFCI), posing a serious risk of injury ",2026-04-16,https://www.cpsc.gov/Recalls/2026/Fengrong-Tool-Recalls-Pressure-Washers-Due-to-Serious-Risk-of-Injury-or-Death-from-Shock-and-Electrocution-Hazards,2026-04-27T23:05:46Z
10720,26419,Free-Standing Professional Gas Ranges Recalled Due to Risk of Burn Hazard; Manufactured by Fisher & Paykel,"This recall involves Fisher & Paykel 30, 36 and 48-inch stainless steel, free-standing or self-contained gas ranges (RGV3 models). The gas ranges come in natural gas or liquified petroleum gas. The re",Repair,"Fisher & Paykel Appliances (Thailand) Co., Ltd, of Thailand","The ovens in the ranges can experience a delayed ignition, causing gas to accumulate and the oven door to open from comb",2026-04-16,https://www.cpsc.gov/Recalls/2026/Free-Standing-Professional-Gas-Ranges-Recalled-Due-to-Risk-of-Burn-Hazard-Manufactured-by-Fisher-and-Paykel,2026-04-27T23:05:46Z
10717,26413,Fun and Function Recalls Children's Metal Multi-Point Swing Frames Due to Risk of Injury from Fall Hazard,"This recall involves multi-point suspension swing frame, model MW7661, designed to support a swing (sold separately) for use in therapeutic settings for neurodiverse children who benefit from vestibul",Refund,,"The swing frames can crack or break during use, posing a fall hazard, which can result in injury.",2026-04-16,https://www.cpsc.gov/Recalls/2026/Fun-and-Function-Recalls-Childrens-Metal-Multi-Point-Swing-Frames-Due-to-Risk-of-Injury-from-Fall-Hazard,2026-04-27T23:05:46Z
10712,26407,Generac Power Systems Recalls Portable Generators Due to Risk of Serious Injury or Death from Burn and Fire Hazards,This recall involves certain Generac Portable Generators which have an orange/black cover and are encased in a steel-tube cradle. It comes with two wheels on the back for easy transportation. “Generac,Repair,,"When first filling the recalled generator with gasoline, fuel can leak from the carburetor, posing a risk of serious inj",2026-04-16,https://www.cpsc.gov/Recalls/2026/Generac-Power-Systems-Recalls-Portable-Generators-Due-to-Risk-of-Serious-Injury-or-Death-from-Burn-and-Fire-Hazards,2026-04-27T23:05:46Z
10729,26428,JC Sales Recalls Lil' Buddies Pet Laser Toys Due to Risk of Serious Injury or Death from Battery Ingestion Hazard; Violates Mandatory Standa,"This recall involves Lil' Buddies Pet Laser Toys, model 24496. The products are white with small blue paw prints on the casing and include three button cell batteries. The model number is printed abov",Refund,,The Montessori toy sets contain an airplane shaped teething toy that has tentacle ends that can pose a choking hazard to,2026-04-16,https://www.cpsc.gov/Recalls/2026/JC-Sales-Recalls-Lil-Buddies-Pet-Laser-Toys-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Hazard-Violates-Mandatory-Standard-for-Consumer-Products-with-Button-Cell-Batteries,2026-04-27T23:05:46Z
10723,26422,Le Hao Tool Recalls Pressure Washers Due to Serious Risk of Injury or Death from Shock and Electrocution Hazards,"This recall involves Le Hao Tool electric pressure washers sold in green or blue with black trim, measuring about 25 inches high, 12 inches wide and 11 inches deep. The pressure washers come with a to",Refund,,"The recalled pressure washers lack an integral ground-fault circuit-interrupter (GFCI), posing a serious risk of injury ",2026-04-16,https://www.cpsc.gov/Recalls/2026/Le-Hao-Tool-Recalls-Pressure-Washers-Due-to-Serious-Risk-of-Injury-or-Death-from-Shock-and-Electrocution-Hazards,2026-04-27T23:05:46Z
10716,26412,Macy's Recalls Arch Studio Tea Kettles Due to Risk of Serious Injury from Burn Hazard,"This recall involves the Arch Studio-branded tea kettles. The stainless-steel kettles have a black handle and measure about 10.7 inches long, 7.59 inches wide and 8.62 inches high; and have a 1.9-quar",Refund,,"The tea kettles' handle can detach during use when heated, posing a risk of serious injury from burn hazard.",2026-04-16,https://www.cpsc.gov/Recalls/2026/Macys-Recalls-Arch-Studio-Tea-Kettles-Due-to-Risk-of-Serious-Injury-from-Burn-Hazard,2026-04-27T23:05:46Z
10718,26414,Mini Round Toddler Trampolines Recalled Due to Strangulation Hazard; Risk of Serious Injury or Death; Manufactured by SEGMART,"This recall involves SEGMART 55"" indoor/outdoor mini round toddler trampolines with enclosure nets. Certain versions of the trampolines included promotional accessory kits consisting of a hammock, pun",Refund,"Shenzhen Segmart Technology Electronics Co., Ltd., of China","Young children can become entangled in the straps of the hammock, punching bag and hand ring accessories, posing a stran",2026-04-16,https://www.cpsc.gov/Recalls/2026/Mini-Round-Toddler-Trampolines-Recalled-Due-to-Strangulation-Hazard-Risk-of-Serious-Injury-or-Death-Manufactured-by-SEGMART,2026-04-27T23:05:46Z
10728,26427,Montessori Toy Sets Recalled Due to Risk of Serious Injury or Death from Choking Hazard; Violate Mandatory Standard for Teething Toys; Sold ,"This recall involves SpringFlower-branded 5-in-1 Montessori Toy Sets, model SFTODD05IN1. The model number is printed on the bottom of the product packaging. The set comes with six stacking blocks, six",Refund,,The Montessori toy sets contain an airplane shaped teething toy that has tentacle ends that can pose a choking hazard to,2026-04-16,https://www.cpsc.gov/Recalls/2026/Montessori-Toy-Sets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard-Violate-Mandatory-Standard-for-Teething-Toys-Sold-on-Amazon-by-SpringFlower,2026-04-27T23:05:46Z
10714,26409,nvyue Magic Pocket Staffs Recalled Due to Projectile and Laceration Hazards; Imported by Xingwenfeng,"This recall involves nvyue Magic Pocket Staffs sold in gold, silver or black colors and in 110 cm or 150 cm expanded lengths. Products arrive in a compressed, tightly wound cylinder, and in many cases",Refund,,"The protective pin mechanism on the Magic Pocket Staffs can fail to prevent unintentional expansion, posing serious proj",2026-04-16,https://www.cpsc.gov/Recalls/2026/nvyue-Magic-Pocket-Staffs-Recalled-Due-to-Projectile-and-Laceration-Hazards-Imported-by-Xingwenfeng,2026-04-27T23:05:46Z
10711,26406,Pressure Washers Recalled Due to Serious Risk of Injury or Death from Shock and Electrocution Hazards; Imported by BAYOTAK USA,"This recall involves BATOYAK USA-branded pressure washers, The recalled electric pressure washers are green and black, and measure about 16 inches high, 11 inches wide and 16 inches deep. They come wi",Replace,,"The recalled pressure washers lack an integral ground-fault circuit-interrupter (GFCI), posing a serious risk of injury ",2026-04-16,https://www.cpsc.gov/Recalls/2026/Pressure-Washers-Recalled-Due-to-Serious-Risk-of-Injury-or-Death-from-Shock-and-Electrocution-Hazards-Imported-by-BAYOTAK-USA,2026-04-27T23:05:46Z
10719,26417,Pressure Washers Recalled Due to Serious Risk of Injury or Death from Shock and Electrocution Hazards; Imported by Patoolio Direct,"This recall involves Patoolio Direct-branded pressure washers. The recalled pressure washers, model W8, are grey and black, and model W6 is orange in color and measures about 15 inches high, 12 inches",Refund,,"The recalled pressure washers lack an integral ground-fault circuit-interrupter (GFCI), posing a serious risk of injury ",2026-04-16,https://www.cpsc.gov/Recalls/2026/Pressure-Washers-Recalled-Due-to-Serious-Risk-of-Injury-or-Death-from-Shock-and-Electrocution-Hazards-Imported-by-Patoolio-Direct,2026-04-27T23:05:46Z
10713,26408,Sanlebi Pet Vet Playsets Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Toys; Sold ,"This recall involves the Sanlebi Pet Vet Playset, model MX094. The playset includes 25 toy veterinary role-play parts in blue and white colors. The parts include: a plush dog, pet cage, vet coat, vet ",Refund,"Guangzhou Letao Keji Youxiangongsi, doing business as Letokids, of China",The Pet Vet Playset violates the mandatory standard for toys because the button cell batteries in the nail grinder and o,2026-04-16,https://www.cpsc.gov/Recalls/2026/Sanlebi-Pet-Vet-Playsets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Toys-Sold-on-Amazon-by-Letokids,2026-04-27T23:05:46Z
10724,26423,Sweetcrispy Recalls Pressure Washers Due to Serious Risk of Injury or Death from Shock and Electrocution Hazards,"This recall involves Sweetcrispy pressure washers. The recalled, 2 GPM electric pressure washers are green or blue with black, and measure about 25.5 inches high, 11.8 inches wide and 9.8 inches deep.",Refund,,"The recalled pressure washers lack an integral ground-fault circuit-interrupter (GFCI), posing a serious risk of injury ",2026-04-16,https://www.cpsc.gov/Recalls/2026/Sweetcrispy-Recalls-Pressure-Washers-Due-to-Serious-Risk-of-Injury-or-Death-from-Shock-and-Electrocution-Hazards,2026-04-27T23:05:46Z
10725,26424,ZMC Group Recalls LED Finger Beam Lights Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Toys,"This recall involves LED Finger Beam Lights, model A10-8. The toy comes packaged in a hand-shaped cardboard back with four colors (red, white, blue and green) of light. Each light contains three pre-i",Refund,,The recalled toys violate the mandatory safety standard for children's toys because the toy contains button cell batteri,2026-04-16,https://www.cpsc.gov/Recalls/2026/ZMC-Group-Recalls-LED-Finger-Beam-Lights-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Toys,2026-04-27T23:05:46Z
10694,26385,BISSELL Recalls Over One Million Steam Shot OmniReach Steam Cleaners Due to Risk of Serious Burn Hazard from Attachments,"This recall involves certain BISSELL Steam Shot OmniReach and Omni handheld steam cleaners with attachments. The affected model numbers are 4155, 4155L, 4155W, 4155G, 4155D, 4155J, 4155Y, 4155P, 4171,",Repair,,The recalled steam cleaners' attachments can unexpectedly detach from the steam cleaners and expel hot water or steam on,2026-04-09,https://www.cpsc.gov/Recalls/2026/BISSELL-Recalls-Over-One-Million-Steam-Shot-OmniReach-Steam-Cleaners-Due-to-Risk-of-Serious-Burn-Hazard-from-Attachments,2026-04-27T23:05:46Z
10696,26387,Easymake Adult Portable Bed Rails Recalled Due to Risk of Serious Injury or Death from Entrapment and Asphyxiation; Violates Mandatory Stand,This recall involves Easymake adult portable bed rails. The white and gray metal bed rails measure about 31.3 inches wide by 39.4 inches tall and have extendable handles and legs with gray padding and,Refund,"Zhongshan Yungu Daily Products, of China",The recalled bed rails violate the mandatory standard for adult portable bed rails because users can become entrapped wi,2026-04-09,https://www.cpsc.gov/Recalls/2026/Easymake-Adult-Portable-Bed-Rails-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Entrapment-and-Asphyxiation-Violates-Mandatory-Standard-for-Adult-Portable-Bed-Rails-Imported-by-ZFZG-US,2026-04-27T23:05:46Z
10703,26396,Halloween Pumpkin Carving Kits Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Consu,"This recall involves Besslly Halloween Pumpkin Carving Kits, Model CHD-014-2. The carving kits come with five tea light candles containing 15 preinstalled button cell batteries, ten carving tools with",Refund,,The recalled carving kits violate the mandatory standard for consumer products with button cell and coin batteries becau,2026-04-09,https://www.cpsc.gov/Recalls/2026/Halloween-Pumpkin-Carving-Kits-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Consumer-Products-with-Button-Cell-Batteries-Sold-on-Amazon-by-Besslly-Store,2026-04-27T23:05:46Z
10702,26395,Head USA Recalls Ski Boots Due to Risk of Serious Injury from Fall Hazard,This recall involves Head Ski Boots with fluorescent yellow components from model years 2016 through 2022 with the model names and article codes shown in the following charts. The article code consist,Replace,,"The fluorescent yellow materials of the boot shell and sole inserts can deteriorate and break, posing a risk of serious ",2026-04-09,https://www.cpsc.gov/Recalls/2026/Head-USA-Recalls-Ski-Boots-Due-to-Risk-of-Serious-Injury-from-Fall-Hazard,2026-04-27T23:05:46Z
10708,26403,LED Lights Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Consumer Products with Co,This recall involves Happiness Light LED lights. The recalled round lights emit a white light. Each of the 24 LED lights includes two CR2032 lithium coin batteries. The LED lights measure about 1.18 i,Refund,,The recalled LED lights violate the mandatory standard for consumer products containing button cell or coin batteries be,2026-04-09,https://www.cpsc.gov/Recalls/2026/LED-Lights-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Consumer-Products-with-Coin-Batteries-Sold-on-Amazon-by-Happiness-Light,2026-04-27T23:05:46Z
10699,26392,Magnetic Drinkware Charms Recalled Due to Risk of Serious Injury or Death from Magnet Ingestion; Violate Mandatory Standard for Magnets; Sol,"This recall involves Maitys' drinkware charms. The recalled magnetic charms were sold in sets of 400 multicolored charms with magnetic backings used to attach the charm to glass drinkware. ""Maitys"" is",Refund,,The recalled magnetic drinkware charms violate the mandatory standard for magnets because they contain loose magnets pos,2026-04-09,https://www.cpsc.gov/Recalls/2026/Magnetic-Drinkware-Charms-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Magnet-Ingestion-Violate-Mandatory-Standard-for-Magnets-Sold-on-Amazon-by-Maitys,2026-04-27T23:05:46Z
10710,26405,Muscccm Pool Drain Covers Recalled Due to Risk of Serious Injury or Death from Entrapment and Drowning Hazards; Violates Virginia Graeme Bak,This recall involves Muscccm-branded pool drain covers that were sold for use in swimming pools. The pool drain covers are 7 inches long by 6.5 inches wide by 1.8 inches tall and weigh 11.7 ounces. Th,Refund,"Qingyuan Fenle Sauna & Pool Equipment Co., Ltd., of China",The recalled drain covers violate the entrapment protection standards of the Virginia Graeme Baker Pool and Spa Safety A,2026-04-09,https://www.cpsc.gov/Recalls/2026/Muscccm-Pool-Drain-Covers-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Entrapment-and-Drowning-Hazards-Violates-Virginia-Graeme-Baker-Pool-Spa-Safety-Act-Sold-on-Amazon-by-SZ-Hengxun,2026-04-27T23:05:46Z
10709,26404,Prestige Import Group Recalls Supernova and Typhoon Lighters Due to Risk of Serious Injury or Death from Fire and Burn Hazards; Violates Man,"This recall involves two Prestige-branded metal butane torch lighters. The Supernova gray and black lighters have a rugged, industrial look, a textured grip with a mesh-like metal panel on the side wi",Refund,,The recalled lighters violate the mandatory standard for cigarette lighters because they do not have the required child-,2026-04-09,https://www.cpsc.gov/Recalls/2026/Prestige-Import-Group-Recalls-Supernova-and-Typhoon-Lighters-Due-to-Risk-of-Serious-Injury-or-Death-from-Fire-and-Burn-Hazards-Violates-Mandatory-Standard-for-Cigarette-Lighters,2026-04-27T23:05:46Z
10700,26393,SCUBAPRO Recalls Monorail Weight Pockets for Buoyancy Compensator Devices (BCDs) Due to Risk of Serious Injury or Death from Drowning,"This recall involves the Monorail Weight Pocket, which is sold as an accessory designed to attach to a Scuba Diving BCD. The weight pocket has a black base and a fabric pouch sold in multiple colors w",Repair,,The D-ring handle that is used to unlock the weight pocket from the Buoyancy Compensator Device (BCD) can detach during ,2026-04-09,https://www.cpsc.gov/Recalls/2026/SCUBAPRO-Recalls-Monorail-Weight-Pockets-for-Buoyancy-Compensator-Devices-BCDs-Due-to-Risk-of-Serious-Injury-or-Death-from-Drowning,2026-04-27T23:05:46Z
10701,26394,Seasonal Specialties Recalls Members Mark 7' Pre-Lit Twinkling Bucks Due to Burn Hazard,This recall involves the 7-foot Pre-Lit Twinkling Buck sold under the Member's Mark brand name. It has warm white colored LED lights and a control box for the lights. The recalled model number 9904041,Refund,,"If the wires are connected incorrectly, the current limiting resistor can overheat, posing a burn hazard.",2026-04-09,https://www.cpsc.gov/Recalls/2026/Seasonal-Specialties-Recalls-Members-Mark-7-Pre-Lit-Twinkling-Bucks-Due-to-Burn-Hazard,2026-04-27T23:05:46Z
10706,26399,"Shenzhen Baihang Recalls VEEKTOMX Mini Power Banks, Due to Fire and Burn Hazards; Sold on Amazon","This recall involves VEEKTOMX VT103 Small Portable Charger Mini Power Banks. The power banks are white, pink, or purple. The recalled power banks have model number ""VT103"" imprinted on the back of the",Replace,,"The lithium-ion battery in the recalled power banks can overheat and ignite, posing fire and burn hazards to consumers.",2026-04-09,https://www.cpsc.gov/Recalls/2026/Shenzhen-Baihang-Recalls-VEEKTOMX-Mini-Power-Banks-Due-to-Fire-and-Burn-Hazards-Sold-on-Amazon,2026-04-27T23:05:46Z
10707,26401,Shenzhen Shijingjie Network Technology Male-to-Male Extension Cords Recalled Due to Risk of Serious Injury and Death from Electrocution and ,"This recall involves male-to-male extension cords, also known as pigtail cables, model numbers RY-US-06 and RY_US-1.5. The recalled, 125V 12AWG, heavy-duty extension cords are generally used to back-f",Refund,,The recalled male-to-male extension cords violate safety requirements because their exposed prongs can become energized ,2026-04-09,https://www.cpsc.gov/Recalls/2026/Shenzhen-Shijingjie-Network-Technology-Male-to-Male-Extension-Cords-Recalled-Due-to-Risk-of-Serious-Injury-and-Death-from-Electrocution-and-Carbon-Monoxide-Poisoning-Hazards-Sold-on-Walmart,2026-04-27T23:05:46Z
10705,26398,ShymeryDirect LED Lights Recalled Due to Risk of Serious Injury or Death from Battery Ingestion; Violates Mandatory Standard for Consumer Pr,This recall involves ShymeryDirect branded LED lights. The recalled lights emit a warm white light. Each of the 24 LED lights includes two CR2032 lithium coin batteries. The LED lights measure about 1,Refund,,The recalled LED lights violate the mandatory standard for consumer products containing button cell or coin batteries be,2026-04-09,https://www.cpsc.gov/Recalls/2026/ShymeryDirect-LED-Lights-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Violates-Mandatory-Standard-for-Consumer-Products-with-Coin-Batteries,2026-04-27T23:05:46Z
10698,26389,Silks Recall Children's Loungewear Sets Due to Risk of Serious Injury or Death from Burn Hazard; Violates Mandatory Flammability Standards f,This recall involves all Silks-branded children's loungewear sets. The recalled two-piece loungewear sets consist of a short-sleeved shirt and matching shorts or pants. The sets were sold in multiple ,Refund,,"The recalled children's loungewear violates mandatory flammability standards for children's sleepwear, posing a risk of ",2026-04-09,https://www.cpsc.gov/Recalls/2026/Silks-Recall-Childrens-Loungewear-Sets-Due-to-Risk-of-Serious-Injury-or-Death-from-Burn-Hazard-Violates-Mandatory-Flammability-Standards-for-Childrens-Sleepwear,2026-04-27T23:05:46Z
