filed_utc,source,kind,title,link,summary
2026-03-31T13:00:00Z,publications,weekly_report,Consolidated balance sheet - 31 December 2024,https://www.bankofengland.co.uk/weekly-report/2024/consolidated-balance-sheet-31-december-2024,We publish our balance sheet once a quarter. It contains consolidated data on our assets and liabilities for five quarters earlier.
2026-03-27T14:00:00Z,publications,fx_operations,A simulation framework for sterling money market funds: estimating redemption capacity and evaluating liquidity requirements,https://www.bankofengland.co.uk/working-paper/2026/a-simulation-framework-for-sterling-money-market-funds,"Staff working papers set out research in progress by our staff, with the aim of encouraging comments and debate."
2026-03-27T14:00:00Z,publications,working_paper,A UK-HANK model,https://www.bankofengland.co.uk/macro-technical-paper/2026/a-uk-hank-model,"Part of the Macro Technical Paper series designed to document models, analysis and conceptual frameworks for monetary policy preparation – they are written by Bank staff to encourage feedback and foster continued model development."
2026-03-27T07:30:00Z,news,press,Update to Discount Window Facility pricing – Market Notice 27 March 2026,https://www.bankofengland.co.uk/markets/market-notices/2026/march/update-to-discount-window-facility-pricing-market-notice-27-march-2026,"The Bank is today announcing a simplification and reduction in the Discount Window Facility (DWF) pricing, as part of its previously announced review of the DWF."
2026-03-26T15:00:00Z,publications,weekly_report,Bank of England Weekly Report 25 March 2026,https://www.bankofengland.co.uk/weekly-report/2026/25-march-2026,Our weekly report contains the latest data on our assets and liabilities. We publish it every Thursday.
2026-03-26T10:00:00Z,news,pra_supervision,Bank of England streamlines reporting and disclosure requirements for bank failure regime,https://www.bankofengland.co.uk/news/2026/march/boe-streamlines-reporting-and-disclosure-requirements-for-bank-failure-regime,The Bank of England and Prudential Regulation Authority have finalised a package of changes to firms’ resolution reporting and disclosure requirements which reduces the burden of regulation while maintaining a robust and credible regime that supports growth and competition.
2026-03-24T10:00:00Z,news,pra_supervision,PRA fines The Bank of London and its parent company Oplyse Holdings Limited £2m for failing to act with integrity and misleading the PRA over their capital position,https://www.bankofengland.co.uk/news/2026/march/pra-fines-bol-and-oplyse-holdings,"The Prudential Regulation Authority (PRA) has fined The Bank of London Group Limited and Oplyse Holdings Limited (formerly The Bank of London Group Holdings Limited) £2 million for misleading the PRA over their capital positions, failing to act with integrity, failing to be open and cooperative with the regulator and failing to maintain adequate financial resources."
2026-03-23T09:30:00Z,publications,consultation,"Rethinking global imbalances: drivers, risks, and policy priorities",https://www.bankofengland.co.uk/paper/2026/rethinking-global-imbalances,Bank of England Staff Discussion Paper
2026-03-20T16:30:00Z,news,press,Asset Purchase Facility: Gilt Sales – Market Notice 20 March 2026,https://www.bankofengland.co.uk/markets/market-notices/2026/march/apf-gilt-sales-market-notice-20-march-2026,This Market Notice sets out the schedule for sales in Q2 2026 of gilts held in the Asset Purchase Facility (APF) for monetary policy purposes.
2026-03-20T14:01:00Z,publications,working_paper,Interest-rate fee substitution: credit facilitation in segmented markets,https://www.bankofengland.co.uk/working-paper/2026/interest-rate-fee-substitution-credit-facilitation-in-segmented-markets,"Staff working papers set out research in progress by our staff, with the aim of encouraging comments and debate."
2026-03-20T14:00:00Z,publications,working_paper,Targeting inflation expectations?,https://www.bankofengland.co.uk/working-paper/2026/targeting-inflation-expectations,"Staff working papers set out research in progress by our staff, with the aim of encouraging comments and debate."
2026-03-20T12:00:00Z,publications,press,Market Participants Survey results - March 2026,https://www.bankofengland.co.uk/markets/market-intelligence/survey-results/2026/market-participants-survey-results-march-2026,Expectations for monetary policy from experts in UK rates markets.
2026-03-19T15:00:00Z,publications,weekly_report,Bank of England Weekly Report 18 March 2026,https://www.bankofengland.co.uk/weekly-report/2026/18-march-2026,Our weekly report contains the latest data on our assets and liabilities. We publish it every Thursday.
2026-03-19T12:00:00Z,news,mpc,Bank Rate maintained at 3.75% - March 2026 Monetary Policy Summary and Minutes,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2026/march-2026,The Bank of England’s Monetary Policy Committee is responsible for making decisions about Bank Rate.
2026-03-19T12:00:00Z,publications,press,Agents' summary of business conditions - March 2026,https://www.bankofengland.co.uk/agents-summary/2026/march-2026,We regularly publish a summary of business conditions based on our Agency network's discussions with many businesses from across the UK every reporting period.
2026-03-18T10:00:00Z,publications,pra_supervision,Operational resilience: operational incident and outsourcing and third-party reporting for FMIs,https://www.bankofengland.co.uk/paper/2026/ps/operational-resilience-operational-incident-and-outsourcing-and-third-party-reporting-for-fmis,Policy statement and consultation paper
2026-03-18T10:00:00Z,publications,pra_supervision,Updated outsourcing and third-party risk management: central counterparties,https://www.bankofengland.co.uk/paper/2026/ss/updated-outsourcing-and-third-party-risk-management-ss-central-counterparties,Supervisory statement
2026-03-18T10:00:00Z,publications,pra_supervision,Updated outsourcing and third-party risk management: recognised payment system operators and specified service providers,https://www.bankofengland.co.uk/paper/2026/ss/updated-outsourcing-and-third-party-risk-management-ss-recognised-payment-system-operators,Supervisory statement
2026-03-18T10:00:00Z,publications,pra_supervision,Updated outsourcing and third-party risk management: central securities depositories,https://www.bankofengland.co.uk/paper/2026/ss/updated-outsourcing-and-third-party-risk-management-ss-central-securities-depositories,Supervisory statement
2026-03-18T10:00:00Z,publications,pra_supervision,Operational resilience: operational incident reporting for FMIs,https://www.bankofengland.co.uk/paper/2026/ss/operational-incident-reporting-for-fmis-ss,Supervisory statement
2026-03-17T11:30:00Z,news,pra_supervision,PRA publishes liquidity reform proposals,https://www.bankofengland.co.uk/news/2026/march/pra-publishes-liquidity-reform-proposals,The Prudential Regulation Authority has today published proposals aimed at ensuring banks can monetise liquid assets quickly in a fast-paced stress event – such as the collapse of Silicon Valley Bank in 2023.
2026-03-13T09:30:00Z,publications,press,Bank of England/Ipsos Inflation Attitudes Survey - February 2026,https://www.bankofengland.co.uk/inflation-attitudes-survey/2026/february-2026,"This quarterly survey, conducted by Ipsos on our behalf, assesses public attitudes to inflation, opinions about the Bank and awareness of our work."
2026-03-12T15:00:00Z,publications,weekly_report,Bank of England Weekly Report 11 March 2026,https://www.bankofengland.co.uk/weekly-report/2026/11-march-2026,Our weekly report contains the latest data on our assets and liabilities. We publish it every Thursday.
2026-03-11T10:00:00Z,news,pra_supervision,"PRA fines U K Insurance Limited £10,625,000",https://www.bankofengland.co.uk/news/2026/march/pra-fines-uk-insurance-limited,"The Prudential Regulation Authority (PRA) has imposed a financial penalty of £10,625,000 on U K Insurance Limited (UKI Limited) in connection with a miscalculation of their Solvency II balance sheet during 2023 and 2024."
2026-03-11T00:01:00Z,news,press,Wildlife to feature on next series of Bank of England banknotes,https://www.bankofengland.co.uk/news/2026/march/wildlife-feature-on-next-series-of-banknotes,Images of the UK’s wildlife are to feature on the next series of banknotes following a public consultation run by the Bank of England.
2026-03-05T15:00:00Z,publications,weekly_report,Bank of England Weekly Report 4 March 2026,https://www.bankofengland.co.uk/weekly-report/2026/4-march-2026,Our weekly report contains the latest data on our assets and liabilities. We publish it every Thursday.
2026-03-05T09:30:00Z,publications,press,Monthly Decision Maker Panel data - February 2026,https://www.bankofengland.co.uk/decision-maker-panel/2026/february-2026,"The Decision Maker Panel (DMP) is a survey of Chief Financial Officers from small, medium and large UK businesses. We use it to monitor developments in the economy and to track businesses’ views."
2026-03-04T10:00:00Z,publications,consultation,The Bank of England’s approach to using its requirements and permissions powers to facilitate mobilisation of new CCPs,https://www.bankofengland.co.uk/paper/2026/cp/boe-approach-to-using-requirements-and-permissions-powers-to-facilitate-mobilisation-of-new-ccps,Consultation paper
2026-03-03T09:15:50Z,news,press,Statistical Notice 2026/02 - BEEDS user acceptance testing (UAT) environment – Statistical taxonomy v1.3.1 FINAL,https://www.bankofengland.co.uk/statistics/notice/2026/statistical-notice-2026-02,Statistical Notices update the definitions and guidance contained in the Banking Statistics Yellow Folder
2026-02-27T14:02:00Z,publications,working_paper,A model of monetary singleness,https://www.bankofengland.co.uk/working-paper/2026/a-model-of-monetary-singleness,"Staff working papers set out research in progress by our staff, with the aim of encouraging comments and debate."
2026-02-27T14:01:00Z,publications,working_paper,How do interest rates affect consumption? Household debt and the role of asset prices,https://www.bankofengland.co.uk/working-paper/2026/how-do-interest-rates-affect-consumption-household-debt-and-the-role-of-asset-prices,"Staff working papers set out research in progress by our staff, with the aim of encouraging comments and debate."
2026-02-27T14:00:00Z,publications,working_paper,The economic effects of changes to bank capital regulation: evidence from the United Kingdom,https://www.bankofengland.co.uk/working-paper/2026/the-economic-effects-of-changes-to-bank-capital-regulation-evidence-from-the-uk,"Staff working papers set out research in progress by our staff, with the aim of encouraging comments and debate."
2026-02-27T13:08:26Z,news,pra_supervision,Braddick to take the helm at the UK’s banking watchdog,https://www.bankofengland.co.uk/news/2026/february/braddick-to-take-the-helm-at-the-uks-banking-watchdog,"Katharine Braddick CB appointed as the next Deputy Governor for Prudential Regulation at the Bank of England and Chief Executive of the Prudential Regulation Authority, succeeding Sam Woods when his term ends in June 2026."
2026-02-26T15:00:00Z,publications,weekly_report,Bank of England Weekly Report 25 February 2026,https://www.bankofengland.co.uk/weekly-report/2026/25-february-2026,Our weekly report contains the latest data on our assets and liabilities. We publish it every Thursday.
2026-02-26T14:00:00Z,news,press,Minutes of the Meeting of the Court of Directors held on 9 December 2025,https://www.bankofengland.co.uk/minutes/2026/february/court-minutes-9-december-2025,"The Bank's Court of Directors acts as a unitary board, setting the organisation's strategy and budget and taking key decisions on resourcing and appointments. Required to meet a minimum seven times per year, it has five executive members from the Bank and up to nine non-executive members."
2026-02-26T14:00:00Z,news,press,Court minutes from 2023 that were previously redacted,https://www.bankofengland.co.uk/minutes/2023/february/court-redactions-from-2023,"The Bank's Court of Directors acts as a unitary board, setting the organisation's strategy and budget and taking key decisions on resourcing and appointments. Required to meet a minimum seven times per year, it has five executive members from the Bank and up to nine non-executive members."
2026-02-24T10:00:00Z,publications,pra_supervision,Extending RTGS and CHAPS settlement hours – early morning extension,https://www.bankofengland.co.uk/paper/2026/ps/extending-rtgs-and-chaps-settlement-hours-early-morning-extension,Policy statement
2026-02-19T15:00:00Z,publications,weekly_report,Bank of England Weekly Report 18 February 2026,https://www.bankofengland.co.uk/weekly-report/2026/18-february-2026,Our weekly report contains the latest data on our assets and liabilities. We publish it every Thursday.
2026-02-19T12:00:00Z,publications,pra_supervision,The Bank of England’s fees regime for financial market infrastructure supervision 2025/26,https://www.bankofengland.co.uk/paper/2026/ps/the-boes-fees-regime-for-fmi-supervision-2025-26,Policy statement
2026-02-16T10:00:00Z,news,press,Summary of AI roundtables - February 2026,https://www.bankofengland.co.uk/minutes/2026/february/summary-of-ai-roundtables-feb-2026,"The Bank of England held roundtable meetings with representatives from regulated firms on the responsible adoption of artificial intelligence and machine learning (AI and ML), to better understand the constraints that firms may be facing."
2026-02-13T14:01:00Z,publications,working_paper,Productivity implications of the move to net zero,https://www.bankofengland.co.uk/working-paper/2026/productivity-implications-of-the-move-to-net-zero,"Staff working papers set out research in progress by our staff, with the aim of encouraging comments and debate."
2026-02-13T14:00:00Z,publications,working_paper,Persistent and transitory inflation in the euro area: insights from global and domestic shocks,https://www.bankofengland.co.uk/working-paper/2026/persistent-transitory-inflation-euro-area-insights-from-global-domestic-shocks,"Staff working papers set out research in progress by our staff, with the aim of encouraging comments and debate."
2026-02-13T07:30:00Z,news,mpc,Minutes of the Market Participants Group meeting – 12 February 2026,https://www.bankofengland.co.uk/minutes/2026/february/market-participants-group-meeting-12-february-2026,The Market Participants Group (MPG) is a senior-level forum for financial market participants to share their views on relevant themes and narratives in financial markets with members of the Bank of England’s Monetary Policy Committee.
2026-02-12T15:00:00Z,publications,weekly_report,Bank of England Weekly Report 11 February 2026,https://www.bankofengland.co.uk/weekly-report/2026/11-february-2026,Our weekly report contains the latest data on our assets and liabilities. We publish it every Thursday.
2026-02-12T10:00:00Z,publications,pra_supervision,Bank Resolution Standards Instrument: The Technical Standards (COREP13) Instrument 2026,https://www.bankofengland.co.uk/paper/2026/ps/bank-resolution-standards-instrument-the-technical-standards-corep13-instrument-2026,Policy statement
2026-02-10T16:30:00Z,news,press,Foreign Currency Reserves 2026 – Market Notice 10 February 2026,https://www.bankofengland.co.uk/markets/market-notices/2026/february/foreign-currency-reserves-10-february-2026,"Not for distribution, directly or indirectly, in or into the United States, Canada, Australia, Japan or any other jurisdiction where it is unlawful to distribute this announcement"
2026-02-09T12:30:00Z,news,press,Foreign Currency Reserves 2026 – Market Notice 9 February 2026,https://www.bankofengland.co.uk/markets/market-notices/2026/february/foreign-currency-reserves-9-february-2026,"Not for distribution, directly or indirectly, in or into the United States, Canada, Australia, Japan or any other jurisdiction where it is unlawful to distribute this announcement"
2026-02-09T09:00:00Z,news,press,Green notice 2026/01,https://www.bankofengland.co.uk/statistics/notice/2026/green-notice-2026-01,"Green notices cover significant and/or significant proposals for Bank of England reporting. If any of these proposals are finalised and are to be implemented, they will appear in a statistical notice."
2026-02-06T09:30:00Z,news,press,Update on changes to country groupings for International Banking Statistics,https://www.bankofengland.co.uk/statistics/articles/2026/update-on-changes-to-country-groupings-for-international-banking-statistics,This article provides an update regarding implementing changes for country grouping conventions used in statistics covering the international business of monetary financial institutions operating in the UK and the consolidated claims of UK headquartered monetary financial institutions.
2026-02-05T12:00:00Z,news,mpc,Bank Rate maintained at 3.75% - February 2026 Monetary Policy Summary and Minutes,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2026/february-2026,The Bank of England’s Monetary Policy Committee is responsible for making decisions about Bank Rate.
2026-02-04T14:00:00Z,news,fx_operations,Results of the Semi-Annual FX Turnover Surveys in October 2025,https://www.bankofengland.co.uk/markets/london-foreign-exchange-joint-standing-committee/results-of-the-semi-annual-fx-turnover-survey-october-2025,"In October 2025, 25 financial institutions active in the UK foreign exchange (FX) market participated in the semi-annual turnover survey for the Foreign Exchange Joint Standing Committee (FXJSC)."
2026-02-03T10:00:00Z,news,pra_supervision,Regulators announce first firms to join Scale-up Unit,https://www.bankofengland.co.uk/news/2026/february/regulators-announce-first-firms-to-join-scale-up-unit,The Prudential Regulation Authority and Financial Conduct Authority have announced the first cohort of banks and building societies to benefit from their joint Scale-up Unit.
2026-02-02T15:59:33Z,news,press,Letter from Ruth Smith on firms’ preparations for the third Resolvability Assessment Framework (RAF) assessment,https://www.bankofengland.co.uk/letter/2026/letter-from-ruth-smith-on-firms-preparations-for-the-third-raf-assessment,Letter to Chief Financial Officers of the major UK banks ahead of the third RAF assessment
2026-01-15T10:00:00Z,news,pra_supervision,PRA to streamline supervision as part of 2026 priorities,https://www.bankofengland.co.uk/news/2026/january/pra-to-streamline-supervision-as-part-of-2026-priorities,"The Prudential Regulation Authority (PRA) has today published its supervisory priorities for 2026, outlining in a letter its sector-specific priorities for the coming year to all banks, building societies, insurers and other PRA-regulated firms."
2026-01-14T10:00:00Z,news,pra_supervision,UK and EU regulators sign Memorandum of Understanding to strengthen oversight of critical third parties,https://www.bankofengland.co.uk/news/2026/january/uk-and-eu-regulators-sign-mou-to-strengthen-oversight-of-critical-third-parties,"The Financial Conduct Authority, Bank of England and Prudential Regulation Authority (UK regulators) have together signed a Memorandum of Understanding (MoU) with the European Supervisory Authorities to enhance cooperation and oversight of critical third parties (CTPs) that fall under the UK’s CTP regime."
2026-01-13T10:10:00Z,news,fx_operations,International central bankers on the statement by Federal Reserve Chair Powell on 11 January 2026,https://www.bankofengland.co.uk/news/2026/january/international-central-bankers-on-the-statement-by-federal-reserve-chair-powell-on-11-january-2026,We stand in full solidarity with the Federal Reserve System and its Chair Jerome H. Powell.
2026-01-08T16:00:00Z,news,press,Asset Purchase Facility: Gilt Sales Amendment – Market Notice 8 January 2026,https://www.bankofengland.co.uk/markets/market-notices/2026/january/apf-gilt-sales-market-notice-8-january-2026,This Market Notice sets out amendment to the schedule for sales in Q1 2026 of gilts held in the Asset Purchase Facility (APF) for monetary policy purposes.
2026-01-07T14:05:50Z,news,press,Statistical Notice 2026/01 - Bank of England Levy: Deadline for Eligible Liabilities Return form submission for the Levy Year 2026/27,https://www.bankofengland.co.uk/statistics/notice/2026/statistical-notice-2026-01,Statistical Notices update the definitions and guidance contained in the Banking Statistics Yellow Folder
2026-01-06T11:17:03Z,news,fx_operations,Minutes of the UK Money Markets Code Sub-Committee – December 2025,https://www.bankofengland.co.uk/minutes/2025/december/money-markets-sub-committee-minutes-december-2025,The Money Markets Committee is a forum for market participants and authorities to discuss the UK unsecured deposits and funding market and securities lending and repo markets.
2025-12-23T14:00:00Z,news,press,Minutes of the Meeting of the Court of Directors held on 28 October 2025,https://www.bankofengland.co.uk/minutes/2025/december/court-minutes-28-october-2025,"The Bank's Court of Directors acts as a unitary board, setting the organisation's strategy and budget and taking key decisions on resourcing and appointments. Required to meet a minimum seven times per year, it has five executive members from the Bank and up to nine non-executive members."
2025-12-19T16:30:00Z,news,press,Asset Purchase Facility: Gilt Sales – Market Notice 19 December 2025,https://www.bankofengland.co.uk/markets/market-notices/2025/december/apf-gilt-sales-market-notice-19-december-2025,This Market Notice sets out the schedule for sales in Q1 2026 of gilts held in the Asset Purchase Facility (APF) for monetary policy purposes.
2025-12-19T11:54:58Z,news,fx_operations,Minutes of the Money Market Committee meeting – December 2025,https://www.bankofengland.co.uk/minutes/2025/december/money-markets-committee-minutes-december-2025,The Money Markets Committee is a forum for market participants and authorities to discuss the UK unsecured deposits and funding market and securities lending and repo markets.
2025-12-18T12:12:05Z,news,press,Artificial Intelligence Consortium minutes – October 2025,https://www.bankofengland.co.uk/minutes/2025/october/ai-consortium-minutes-24-october-2025,"The Artificial Intelligence Consortium (AIC) aims to provide a platform for public-private engagement to further dialogue on the capabilities, development, deployment, use, and potential risks of artificial intelligence (AI) in UK financial services."
2025-12-18T12:00:00Z,news,mpc,Bank Rate reduced to 3.75% - December 2025 Monetary Policy Summary and Minutes,https://www.bankofengland.co.uk/monetary-policy-summary-and-minutes/2025/december-2025,The Bank of England’s Monetary Policy Committee is responsible for making decisions about Bank Rate.
2025-12-18T12:00:00Z,news,press,Exchange of letters between the Governor and the Chancellor regarding CPI Inflation - December 2025,https://www.bankofengland.co.uk/letter/2025/december/cpi-inflation-december-2025,Exchange of letters between the Governor and the Chancellor
2025-12-18T12:00:00Z,news,mpc,Monetary Policy Committee dates for 2027,https://www.bankofengland.co.uk/news/2025/december/mpc-dates-for-2027,Provisional dates for Monetary Policy Committee (MPC) announcements on Bank Rate and publication of MPC meeting minutes and the quarterly Monetary Policy Report.
2025-12-17T14:30:14Z,news,press,Index-linked Treasury Stock,https://www.bankofengland.co.uk/news/2025/december/index-linked-treasury-stock-dec-2025,"Index-linked treasury stocks are gilts issued by the UK Government. They pay out twice a year, with the amount indexed to the Retail Prices Index."
